时间(s)	Roll(°)	Pitch(°)	Yaw(°)	Servo1	Servo2	Servo3	Servo4
70018	0.60	0.06	109.03	1184	1184	1184	1184
70018	0.60	0.06	109.03	1184	1184	1184	1184
70018	0.60	0.06	109.03	1184	1184	1184	1184
70018	0.60	0.06	109.03	1184	1184	1184	1184
70018	0.60	0.06	109.03	1184	1184	1184	1184
70019	0.60	0.06	109.03	1184	1184	1184	1184
70019	0.60	0.06	109.03	1184	1184	1184	1184
70019	0.60	0.06	109.03	1184	1184	1184	1184
70019	0.60	0.06	109.03	1184	1184	1184	1184
70019	0.60	0.06	109.03	1184	1184	1184	1184
70019	0.60	0.06	109.03	1184	1184	1184	1184
70019	0.60	0.06	109.03	1184	1184	1184	1184
70019	0.60	0.06	109.03	1184	1184	1184	1184
70019	0.60	0.06	109.03	1184	1184	1184	1184
70019	0.60	0.06	109.03	1184	1184	1184	1184
70020	0.60	0.06	109.03	1184	1184	1184	1184
70020	0.60	0.06	109.03	1184	1184	1184	1184
70020	0.60	0.06	109.03	1184	1184	1184	1184
70020	0.60	0.06	109.03	1184	1184	1184	1184
70020	0.60	0.06	109.03	1184	1184	1184	1184
70020	0.60	0.06	109.03	1184	1184	1184	1184
70020	0.60	0.06	109.03	1184	1184	1184	1184
70020	0.60	0.06	109.03	1184	1184	1184	1184
70020	0.60	0.06	109.03	1184	1184	1184	1184
70020	0.60	0.06	109.03	1184	1184	1184	1184
70021	0.60	0.06	109.03	1184	1184	1184	1184
70021	0.60	0.06	109.03	1184	1184	1184	1184
70021	0.60	0.06	109.03	1184	1184	1184	1184
70021	0.60	0.06	109.03	1184	1184	1184	1184
70021	0.60	0.06	109.03	1184	1184	1184	1184
70021	0.60	0.06	109.03	1184	1184	1184	1184
70021	0.60	0.06	109.03	1184	1184	1184	1184
70021	0.60	0.06	109.03	1184	1184	1184	1184
70021	0.60	0.06	109.03	1184	1184	1184	1184
70021	0.60	0.06	109.03	1184	1184	1184	1184
70022	0.60	0.06	109.03	1184	1184	1184	1184
70022	0.60	0.06	109.03	1184	1184	1184	1184
70022	0.60	0.06	109.03	1184	1184	1184	1184
70022	0.60	0.06	109.03	1184	1184	1184	1184
70022	0.60	0.06	109.03	1184	1184	1184	1184
70022	0.60	0.06	109.03	1184	1184	1184	1184
70022	0.60	0.06	109.03	1184	1184	1184	1184
70022	0.60	0.06	109.03	1184	1184	1184	1184
70022	0.60	0.06	109.03	1184	1184	1184	1184
70022	0.60	0.06	109.03	1184	1184	1184	1184
70023	0.60	0.06	109.03	1184	1184	1184	1184
70023	0.60	0.06	109.03	1184	1184	1184	1184
70023	0.60	0.06	109.03	1184	1184	1184	1184
70023	0.60	0.06	109.03	1184	1184	1184	1184
70023	0.60	0.06	109.03	1184	1184	1184	1184
70023	0.60	0.06	109.03	1184	1184	1184	1184
70023	0.60	0.06	109.03	1184	1184	1184	1184
70023	0.60	0.06	109.03	1184	1184	1184	1184
70023	0.60	0.06	109.03	1184	1184	1184	1184
70023	0.60	0.06	109.03	1184	1184	1184	1184
70024	0.60	0.06	109.03	1184	1184	1184	1184
70025	0.60	0.06	109.03	1184	1184	1184	1184
70025	0.60	0.06	109.03	1184	1184	1184	1184
70025	0.60	0.06	109.03	1184	1184	1184	1184
70025	0.60	0.06	109.03	1184	1184	1184	1184
70025	0.60	0.06	109.03	1184	1184	1184	1184
70025	0.60	0.06	109.03	1184	1184	1184	1184
70025	0.60	0.06	109.03	1184	1184	1184	1184
70025	0.60	0.06	109.03	1184	1184	1184	1184
70026	0.60	0.06	109.03	1184	1184	1184	1184
70026	0.60	0.06	109.03	1184	1184	1184	1184
70026	0.60	0.06	109.03	1184	1184	1184	1184
70026	0.60	0.06	109.03	1184	1184	1184	1184
70026	0.60	0.06	109.03	1184	1184	1184	1184
70026	0.60	0.06	109.03	1184	1184	1184	1184
70026	0.60	0.06	109.03	1184	1184	1184	1184
70026	0.60	0.06	109.03	1184	1184	1184	1184
70026	0.60	0.06	109.03	1184	1184	1184	1184
70027	0.60	0.06	109.03	1184	1184	1184	1184
70027	0.60	0.06	109.03	1184	1184	1184	1184
70027	0.60	0.06	109.03	1184	1184	1184	1184
70027	0.60	0.06	109.03	1184	1184	1184	1184
70027	0.60	0.06	109.03	1184	1184	1184	1184
70027	0.60	0.06	109.03	1184	1184	1184	1184
70027	0.60	0.06	109.03	1184	1184	1184	1184
70027	0.60	0.06	109.03	1184	1184	1184	1184
70027	0.60	0.06	109.03	1184	1184	1184	1184
70028	0.60	0.06	109.03	1184	1184	1184	1184
70028	0.60	0.06	109.03	1184	1184	1184	1184
70028	0.60	0.06	109.03	1184	1184	1184	1184
70028	0.60	0.06	109.03	1184	1184	1184	1184
70028	0.60	0.06	109.03	1184	1184	1184	1184
70028	0.60	0.06	109.03	1184	1184	1184	1184
70028	0.60	0.06	109.03	1184	1184	1184	1184
70028	0.60	0.06	109.03	1184	1184	1184	1184
70028	0.60	0.06	109.03	1184	1184	1184	1184
70029	0.60	0.06	109.03	1184	1184	1184	1184
70029	0.60	0.06	109.03	1184	1184	1184	1184
70029	0.60	0.06	109.03	1184	1184	1184	1184
70029	0.60	0.06	109.03	1184	1184	1184	1184
70029	0.60	0.06	109.03	1184	1184	1184	1184
70029	0.60	0.06	109.03	1184	1184	1184	1184
70029	0.60	0.06	109.03	1184	1184	1184	1184
70029	0.60	0.06	109.03	1184	1184	1184	1184
70029	0.60	0.06	109.03	1184	1184	1184	1184
70029	0.60	0.06	109.03	1184	1184	1184	1184
70030	0.60	0.06	109.03	1184	1184	1184	1184
70030	0.60	0.06	109.03	1184	1184	1184	1184
70030	0.60	0.06	109.03	1184	1184	1184	1184
70030	0.60	0.06	109.03	1184	1184	1184	1184
70030	0.60	0.06	109.03	1184	1184	1184	1184
70030	0.60	0.06	109.03	1184	1184	1184	1184
70030	0.60	0.06	109.03	1184	1184	1184	1184
70030	0.60	0.06	109.03	1184	1184	1184	1184
70030	0.60	0.06	109.03	1184	1184	1184	1184
70031	0.60	0.06	109.03	1184	1184	1184	1184
70031	0.60	0.06	109.03	1184	1184	1184	1184
70031	0.60	0.06	109.03	1184	1184	1184	1184
70031	0.60	0.06	109.03	1184	1184	1184	1184
70031	0.60	0.06	109.03	1184	1184	1184	1184
70031	0.60	0.06	109.03	1184	1184	1184	1184
70031	0.60	0.06	109.03	1184	1184	1184	1184
70031	0.60	0.06	109.03	1184	1184	1184	1184
70031	0.60	0.06	109.03	1184	1184	1184	1184
70032	0.60	0.06	109.03	1184	1184	1184	1184
70032	0.60	0.06	109.03	1184	1184	1184	1184
70032	0.60	0.06	109.03	1184	1184	1184	1184
70032	0.60	0.06	109.03	1184	1184	1184	1184
70032	0.60	0.06	109.03	1184	1184	1184	1184
70032	0.60	0.06	109.03	1184	1184	1184	1184
70032	0.60	0.06	109.03	1184	1184	1184	1184
70032	0.60	0.06	109.03	1184	1184	1184	1184
70032	0.60	0.06	109.03	1184	1184	1184	1184
70032	0.60	0.06	109.03	1184	1184	1184	1184
70033	0.60	0.06	109.03	1184	1184	1184	1184
70033	0.60	0.06	109.03	1184	1184	1184	1184
70033	0.60	0.06	109.03	1184	1184	1184	1184
70033	0.60	0.06	109.03	1184	1184	1184	1184
70033	0.60	0.06	109.03	1184	1184	1184	1184
70033	0.60	0.06	109.03	1184	1184	1184	1184
70033	0.60	0.06	109.03	1184	1184	1184	1184
70033	0.60	0.06	109.03	1184	1184	1184	1184
70033	0.60	0.06	109.03	1184	1184	1184	1184
70034	0.60	0.06	109.03	1184	1184	1184	1184
70034	0.60	0.06	109.03	1184	1184	1184	1184
70034	0.60	0.06	109.03	1184	1184	1184	1184
70034	0.60	0.06	109.03	1184	1184	1184	1184
70034	0.60	0.06	109.03	1184	1184	1184	1184
70034	0.60	0.06	109.03	1184	1184	1184	1184
70034	0.60	0.06	109.03	1184	1184	1184	1184
70034	0.60	0.06	109.03	1184	1184	1184	1184
70034	0.60	0.06	109.03	1184	1184	1184	1184
70034	0.60	0.06	109.03	1184	1184	1184	1184
70035	0.60	0.06	109.03	1184	1184	1184	1184
70035	0.60	0.06	109.03	1184	1184	1184	1184
70035	0.60	0.06	109.03	1184	1184	1184	1184
70035	0.60	0.06	109.03	1184	1184	1184	1184
70035	0.60	0.06	109.03	1184	1184	1184	1184
70035	0.60	0.06	109.03	1184	1184	1184	1184
70035	0.60	0.06	109.03	1184	1184	1184	1184
70035	0.60	0.06	109.03	1184	1184	1184	1184
70035	0.60	0.06	109.03	1184	1184	1184	1184
70035	0.60	0.06	109.03	1184	1184	1184	1184
70036	0.60	0.06	109.03	1184	1184	1184	1184
70036	0.60	0.06	109.03	1184	1184	1184	1184
70036	0.60	0.06	109.03	1184	1184	1184	1184
70036	0.60	0.06	109.03	1184	1184	1184	1184
70036	0.60	0.06	109.03	1184	1184	1184	1184
70036	0.60	0.06	109.03	1184	1184	1184	1184
70036	0.60	0.06	109.03	1184	1184	1184	1184
70036	0.60	0.06	109.03	1184	1184	1184	1184
70036	0.60	0.06	109.03	1184	1184	1184	1184
70036	0.60	0.06	109.03	1184	1184	1184	1184
70037	0.60	0.06	109.03	1184	1184	1184	1184
70037	0.60	0.06	109.03	1184	1184	1184	1184
70037	0.60	0.06	109.03	1184	1184	1184	1184
70037	0.60	0.06	109.03	1184	1184	1184	1184
70037	0.60	0.06	109.03	1184	1184	1184	1184
70037	0.60	0.06	109.03	1184	1184	1184	1184
70037	0.60	0.06	109.03	1184	1184	1184	1184
70037	0.60	0.06	109.03	1184	1184	1184	1184
70037	0.60	0.06	109.03	1184	1184	1184	1184
70037	0.60	0.06	109.03	1184	1184	1184	1184
70038	0.60	0.06	109.03	1184	1184	1184	1184
70038	0.60	0.06	109.03	1184	1184	1184	1184
70038	0.60	0.06	109.03	1184	1184	1184	1184
70038	0.60	0.06	109.03	1184	1184	1184	1184
70038	0.60	0.06	109.03	1184	1184	1184	1184
70038	0.60	0.06	109.03	1184	1184	1184	1184
70038	0.60	0.06	109.03	1184	1184	1184	1184
70038	0.60	0.06	109.03	1184	1184	1184	1184
70038	0.60	0.06	109.03	1184	1184	1184	1184
70038	0.60	0.06	109.03	1184	1184	1184	1184
70039	0.60	0.06	109.03	1184	1184	1184	1184
70039	0.60	0.06	109.03	1184	1184	1184	1184
70039	0.60	0.06	109.03	1184	1184	1184	1184
70039	0.60	0.06	109.03	1184	1184	1184	1184
70039	0.60	0.06	109.03	1184	1184	1184	1184
70039	0.60	0.06	109.03	1184	1184	1184	1184
70039	0.60	0.06	109.03	1184	1184	1184	1184
70039	0.60	0.06	109.03	1184	1184	1184	1184
70039	0.60	0.06	109.03	1184	1184	1184	1184
70039	0.60	0.06	109.03	1184	1184	1184	1184
70040	0.60	0.06	109.03	1184	1184	1184	1184
70040	0.60	0.06	109.03	1184	1184	1184	1184
70040	0.60	0.06	109.03	1184	1184	1184	1184
70040	0.60	0.06	109.03	1184	1184	1184	1184
70040	0.60	0.06	109.03	1184	1184	1184	1184
70040	0.60	0.06	109.03	1184	1184	1184	1184
70040	0.60	0.06	109.03	1184	1184	1184	1184
70040	0.60	0.06	109.03	1184	1184	1184	1184
70040	0.60	0.06	109.03	1184	1184	1184	1184
70040	0.60	0.06	109.03	1184	1184	1184	1184
70041	0.60	0.06	109.03	1184	1184	1184	1184
70041	0.60	0.06	109.03	1184	1184	1184	1184
70041	0.60	0.06	109.03	1184	1184	1184	1184
70041	0.60	0.06	109.03	1184	1184	1184	1184
70041	0.60	0.06	109.03	1184	1184	1184	1184
70041	0.60	0.06	109.03	1184	1184	1184	1184
70041	0.60	0.06	109.03	1184	1184	1184	1184
70041	0.60	0.06	109.03	1184	1184	1184	1184
70041	0.60	0.06	109.03	1184	1184	1184	1184
70041	0.60	0.06	109.03	1184	1184	1184	1184
70042	0.60	0.06	109.03	1184	1184	1184	1184
70042	0.60	0.06	109.03	1184	1184	1184	1184
70042	0.60	0.06	109.03	1184	1184	1184	1184
70042	0.60	0.06	109.03	1184	1184	1184	1184
70042	0.60	0.06	109.03	1184	1184	1184	1184
70042	0.60	0.06	109.03	1184	1184	1184	1184
70042	0.60	0.06	109.03	1184	1184	1184	1184
70042	0.60	0.06	109.03	1184	1184	1184	1184
70042	0.60	0.06	109.03	1184	1184	1184	1184
70042	0.60	0.06	109.03	1184	1184	1184	1184
70043	0.60	0.06	109.03	1184	1184	1184	1184
70043	0.60	0.06	109.03	1184	1184	1184	1184
70043	0.60	0.06	109.03	1184	1184	1184	1184
70043	0.60	0.06	109.03	1184	1184	1184	1184
70043	0.60	0.06	109.03	1184	1184	1184	1184
70043	0.60	0.06	109.03	1184	1184	1184	1184
70043	0.60	0.06	109.03	1184	1184	1184	1184
70043	0.60	0.06	109.03	1184	1184	1184	1184
70043	0.60	0.06	109.03	1184	1184	1184	1184
70043	0.60	0.06	109.03	1184	1184	1184	1184
70044	0.60	0.06	109.03	1184	1184	1184	1184
70044	0.60	0.06	109.03	1184	1184	1184	1184
70044	0.60	0.06	109.03	1184	1184	1184	1184
70044	0.60	0.06	109.03	1184	1184	1184	1184
70044	0.60	0.06	109.03	1184	1184	1184	1184
70044	0.60	0.06	109.03	1184	1184	1184	1184
70044	0.60	0.06	109.03	1184	1184	1184	1184
70044	0.60	0.06	109.03	1184	1184	1184	1184
70044	0.60	0.06	109.03	1184	1184	1184	1184
70044	0.60	0.06	109.03	1184	1184	1184	1184
70045	0.60	0.06	109.03	1184	1184	1184	1184
70045	0.60	0.06	109.03	1184	1184	1184	1184
70045	0.60	0.06	109.03	1184	1184	1184	1184
70045	0.60	0.06	109.03	1184	1184	1184	1184
70045	0.60	0.06	109.03	1184	1184	1184	1184
70045	0.60	0.06	109.03	1184	1184	1184	1184
70045	0.60	0.06	109.03	1184	1184	1184	1184
70045	0.60	0.06	109.03	1184	1184	1184	1184
70045	0.60	0.06	109.03	1184	1184	1184	1184
70045	0.60	0.06	109.03	1184	1184	1184	1184
70046	0.60	0.06	109.03	1184	1184	1184	1184
70046	0.60	0.06	109.03	1184	1184	1184	1184
70046	0.60	0.06	109.03	1184	1184	1184	1184
70046	0.60	0.06	109.03	1184	1184	1184	1184
70046	0.60	0.06	109.03	1184	1184	1184	1184
70046	0.60	0.06	109.03	1184	1184	1184	1184
70046	0.60	0.06	109.03	1184	1184	1184	1184
70046	0.60	0.06	109.03	1184	1184	1184	1184
70046	0.60	0.06	109.03	1184	1184	1184	1184
70046	0.60	0.06	109.03	1184	1184	1184	1184
70047	0.60	0.06	109.03	1184	1184	1184	1184
70047	0.60	0.06	109.03	1184	1184	1184	1184
70047	0.60	0.06	109.03	1184	1184	1184	1184
70047	0.60	0.06	109.03	1184	1184	1184	1184
70047	0.60	0.06	109.03	1184	1184	1184	1184
70047	0.60	0.06	109.03	1184	1184	1184	1184
70047	0.60	0.06	109.03	1184	1184	1184	1184
70047	0.60	0.06	109.03	1184	1184	1184	1184
70047	0.60	0.06	109.03	1184	1184	1184	1184
70047	0.60	0.06	109.03	1184	1184	1184	1184
70048	0.60	0.06	109.03	1184	1184	1184	1184
70048	0.60	0.06	109.03	1184	1184	1184	1184
70048	0.60	0.06	109.03	1184	1184	1184	1184
70048	0.60	0.06	109.03	1184	1184	1184	1184
70048	0.60	0.06	109.03	1184	1184	1184	1184
70048	0.60	0.06	109.03	1184	1184	1184	1184
70048	0.60	0.06	109.03	1184	1184	1184	1184
70048	0.60	0.06	109.03	1184	1184	1184	1184
70048	0.60	0.06	109.03	1184	1184	1184	1184
70048	0.60	0.06	109.03	1184	1184	1184	1184
70049	0.60	0.06	109.03	1184	1184	1184	1184
70049	0.60	0.06	109.03	1184	1184	1184	1184
70049	0.60	0.06	109.03	1184	1184	1184	1184
70049	0.60	0.06	109.03	1184	1184	1184	1184
70049	0.60	0.06	109.03	1184	1184	1184	1184
70049	0.60	0.06	109.03	1184	1184	1184	1184
70049	0.60	0.06	109.03	1184	1184	1184	1184
70049	0.60	0.06	109.03	1184	1184	1184	1184
70049	0.60	0.06	109.03	1184	1184	1184	1184
70049	0.60	0.06	109.03	1184	1184	1184	1184
70050	0.60	0.06	109.03	1184	1184	1184	1184
70050	0.60	0.06	109.03	1184	1184	1184	1184
70050	0.60	0.06	109.03	1184	1184	1184	1184
70050	0.60	0.06	109.03	1184	1184	1184	1184
70050	0.60	0.06	109.03	1184	1184	1184	1184
70050	0.60	0.06	109.03	1184	1184	1184	1184
70050	0.60	0.06	109.03	1184	1184	1184	1184
70050	0.60	0.06	109.03	1184	1184	1184	1184
70050	0.60	0.06	109.03	1184	1184	1184	1184
70050	0.60	0.06	109.03	1184	1184	1184	1184
70051	0.60	0.06	109.03	1184	1184	1184	1184
70051	0.60	0.06	109.03	1184	1184	1184	1184
70051	0.60	0.06	109.03	1184	1184	1184	1184
70051	0.60	0.06	109.03	1184	1184	1184	1184
70051	0.60	0.06	109.03	1184	1184	1184	1184
70051	0.60	0.06	109.03	1184	1184	1184	1184
70051	0.60	0.06	109.03	1184	1184	1184	1184
70051	0.60	0.06	109.03	1184	1184	1184	1184
70051	0.60	0.06	109.03	1184	1184	1184	1184
70051	0.60	0.06	109.03	1184	1184	1184	1184
70052	0.60	0.06	109.03	1184	1184	1184	1184
70052	0.60	0.06	109.03	1184	1184	1184	1184
70052	0.60	0.06	109.03	1184	1184	1184	1184
70052	0.60	0.06	109.03	1184	1184	1184	1184
70052	0.60	0.06	109.03	1184	1184	1184	1184
70052	0.60	0.06	109.03	1184	1184	1184	1184
70052	0.60	0.06	109.03	1184	1184	1184	1184
70052	0.60	0.06	109.03	1184	1184	1184	1184
70052	0.60	0.06	109.03	1184	1184	1184	1184
70052	0.60	0.06	109.03	1184	1184	1184	1184
70053	0.60	0.06	109.03	1184	1184	1184	1184
70053	0.60	0.06	109.03	1184	1184	1184	1184
70053	0.60	0.06	109.03	1184	1184	1184	1184
70053	0.60	0.06	109.03	1184	1184	1184	1184
70053	0.60	0.06	109.03	1184	1184	1184	1184
70053	0.60	0.06	109.03	1184	1184	1184	1184
70053	0.60	0.06	109.03	1184	1184	1184	1184
70053	0.60	0.06	109.03	1184	1184	1184	1184
70053	0.60	0.06	109.03	1184	1184	1184	1184
70053	0.60	0.06	109.03	1184	1184	1184	1184
70054	0.60	0.06	109.03	1184	1184	1184	1184
70054	0.60	0.06	109.03	1184	1184	1184	1184
70054	0.60	0.06	109.03	1184	1184	1184	1184
70054	0.60	0.06	109.03	1184	1184	1184	1184
70054	0.60	0.06	109.03	1184	1184	1184	1184
70054	0.60	0.06	109.03	1184	1184	1184	1184
70054	0.60	0.06	109.03	1184	1184	1184	1184
70054	0.60	0.06	109.03	1184	1184	1184	1184
70054	0.60	0.06	109.03	1184	1184	1184	1184
70054	0.60	0.06	109.03	1184	1184	1184	1184
70055	0.60	0.06	109.03	1184	1184	1184	1184
70055	0.60	0.06	109.03	1184	1184	1184	1184
70055	0.60	0.06	109.03	1184	1184	1184	1184
70055	0.60	0.06	109.03	1184	1184	1184	1184
70055	0.60	0.06	109.03	1184	1184	1184	1184
70055	0.60	0.06	109.03	1184	1184	1184	1184
70055	0.60	0.06	109.03	1184	1184	1184	1184
70055	0.60	0.06	109.03	1184	1184	1184	1184
70055	0.60	0.06	109.03	1184	1184	1184	1184
70055	0.60	0.06	109.03	1184	1184	1184	1184
70056	0.60	0.06	109.03	1184	1184	1184	1184
70056	0.60	0.06	109.03	1184	1184	1184	1184
70056	0.60	0.06	109.03	1184	1184	1184	1184
70056	0.60	0.06	109.03	1184	1184	1184	1184
70056	0.60	0.06	109.03	1184	1184	1184	1184
70056	0.60	0.06	109.03	1184	1184	1184	1184
70056	0.60	0.06	109.03	1184	1184	1184	1184
70056	0.60	0.06	109.03	1184	1184	1184	1184
70056	0.60	0.06	109.03	1184	1184	1184	1184
70056	0.60	0.06	109.03	1184	1184	1184	1184
70057	0.60	0.06	109.03	1184	1184	1184	1184
70057	0.60	0.06	109.03	1184	1184	1184	1184
70057	0.60	0.06	109.03	1184	1184	1184	1184
70057	0.60	0.06	109.03	1184	1184	1184	1184
70057	0.60	0.06	109.03	1184	1184	1184	1184
70057	0.60	0.06	109.03	1184	1184	1184	1184
70057	0.60	0.06	109.03	1184	1184	1184	1184
70058	0.60	0.06	109.03	1184	1184	1184	1184
70058	0.60	0.06	109.03	1184	1184	1184	1184
70058	0.60	0.06	109.03	1184	1184	1184	1184
70058	0.60	0.06	109.03	1184	1184	1184	1184
70058	0.60	0.06	109.03	1184	1184	1184	1184
70059	0.60	0.06	109.03	1184	1184	1184	1184
70059	0.60	0.06	109.03	1184	1184	1184	1184
70059	0.60	0.06	109.03	1184	1184	1184	1184
70059	0.60	0.06	109.03	1184	1184	1184	1184
70059	0.60	0.06	109.03	1184	1184	1184	1184
70059	0.60	0.06	109.03	1184	1184	1184	1184
70059	0.60	0.06	109.03	1184	1184	1184	1184
70059	0.60	0.06	109.03	1184	1184	1184	1184
70059	0.60	0.06	109.03	1184	1184	1184	1184
70059	0.60	0.06	109.03	1184	1184	1184	1184
70060	0.60	0.06	109.03	1184	1184	1184	1184
70060	0.60	0.06	109.03	1184	1184	1184	1184
70060	0.60	0.06	109.03	1184	1184	1184	1184
70060	0.60	0.06	109.03	1184	1184	1184	1184
70060	0.60	0.06	109.03	1184	1184	1184	1184
70060	0.60	0.06	109.03	1184	1184	1184	1184
70060	0.60	0.06	109.03	1184	1184	1184	1184
70060	0.60	0.06	109.03	1184	1184	1184	1184
70060	0.60	0.06	109.03	1184	1184	1184	1184
70060	0.60	0.06	109.03	1184	1184	1184	1184
70061	0.60	0.06	109.03	1184	1184	1184	1184
70061	0.60	0.06	109.03	1184	1184	1184	1184
70061	0.60	0.06	109.03	1184	1184	1184	1184
70061	0.60	0.06	109.03	1184	1184	1184	1184
70061	0.60	0.06	109.03	1184	1184	1184	1184
70061	0.60	0.06	109.03	1184	1184	1184	1184
70061	0.60	0.06	109.03	1184	1184	1184	1184
70061	0.60	0.06	109.03	1184	1184	1184	1184
70061	0.60	0.06	109.03	1184	1184	1184	1184
70061	0.60	0.06	109.03	1184	1184	1184	1184
70062	0.60	0.06	109.03	1184	1184	1184	1184
70062	0.60	0.06	109.03	1184	1184	1184	1184
70062	0.60	0.06	109.03	1184	1184	1184	1184
70062	0.60	0.06	109.03	1184	1184	1184	1184
70062	0.60	0.06	109.03	1184	1184	1184	1184
70062	0.60	0.06	109.03	1184	1184	1184	1184
70062	0.60	0.06	109.03	1184	1184	1184	1184
70062	0.60	0.06	109.03	1184	1184	1184	1184
70062	0.60	0.06	109.03	1184	1184	1184	1184
70062	0.60	0.06	109.03	1184	1184	1184	1184
70063	0.60	0.06	109.03	1184	1184	1184	1184
70063	0.60	0.06	109.03	1184	1184	1184	1184
70063	0.60	0.06	109.03	1184	1184	1184	1184
70063	0.60	0.06	109.03	1184	1184	1184	1184
70063	0.60	0.06	109.03	1184	1184	1184	1184
70063	0.60	0.06	109.03	1184	1184	1184	1184
70063	0.60	0.06	109.03	1184	1184	1184	1184
70063	0.60	0.06	109.03	1184	1184	1184	1184
70063	0.60	0.06	109.03	1184	1184	1184	1184
70063	0.60	0.06	109.03	1184	1184	1184	1184
70064	0.60	0.06	109.03	1184	1184	1184	1184
70064	0.60	0.06	109.03	1184	1184	1184	1184
70064	0.60	0.06	109.03	1184	1184	1184	1184
70064	0.60	0.06	109.03	1184	1184	1184	1184
70064	0.60	0.06	109.03	1184	1184	1184	1184
70064	0.60	0.06	109.03	1184	1184	1184	1184
70064	0.60	0.06	109.03	1184	1184	1184	1184
70064	0.60	0.06	109.03	1184	1184	1184	1184
70064	0.60	0.06	109.03	1184	1184	1184	1184
70064	0.60	0.06	109.03	1184	1184	1184	1184
70065	0.60	0.06	109.03	1184	1184	1184	1184
70065	0.60	0.06	109.03	1184	1184	1184	1184
70065	0.60	0.06	109.03	1184	1184	1184	1184
70065	0.60	0.06	109.03	1184	1184	1184	1184
70065	0.60	0.06	109.03	1184	1184	1184	1184
70065	0.60	0.06	109.03	1184	1184	1184	1184
70065	0.60	0.06	109.03	1184	1184	1184	1184
70065	0.60	0.06	109.03	1184	1184	1184	1184
70065	0.60	0.06	109.03	1184	1184	1184	1184
70065	0.60	0.06	109.03	1184	1184	1184	1184
70066	0.60	0.06	109.03	1184	1184	1184	1184
70066	0.60	0.06	109.03	1184	1184	1184	1184
70066	0.60	0.06	109.03	1184	1184	1184	1184
70066	0.60	0.06	109.03	1184	1184	1184	1184
70066	0.60	0.06	109.03	1184	1184	1184	1184
70066	0.60	0.06	109.03	1184	1184	1184	1184
70066	0.60	0.06	109.03	1184	1184	1184	1184
70066	0.60	0.06	109.03	1184	1184	1184	1184
70066	0.60	0.06	109.03	1184	1184	1184	1184
70066	0.60	0.06	109.03	1184	1184	1184	1184
70067	0.60	0.06	109.03	1184	1184	1184	1184
70067	0.60	0.06	109.03	1184	1184	1184	1184
70067	0.60	0.06	109.03	1184	1184	1184	1184
70067	0.60	0.06	109.03	1184	1184	1184	1184
70067	0.60	0.06	109.03	1184	1184	1184	1184
70067	0.60	0.06	109.03	1184	1184	1184	1184
70067	0.60	0.06	109.03	1184	1184	1184	1184
70067	0.60	0.06	109.03	1184	1184	1184	1184
70067	0.60	0.06	109.03	1184	1184	1184	1184
70067	0.60	0.06	109.03	1184	1184	1184	1184
70068	0.60	0.06	109.03	1184	1184	1184	1184
70068	0.60	0.06	109.03	1184	1184	1184	1184
70068	0.60	0.06	109.03	1184	1184	1184	1184
70068	0.60	0.06	109.03	1184	1184	1184	1184
70068	0.60	0.06	109.03	1184	1184	1184	1184
70068	0.60	0.06	109.03	1184	1184	1184	1184
70068	0.60	0.06	109.03	1184	1184	1184	1184
70068	0.60	0.06	109.03	1184	1184	1184	1184
70068	0.60	0.06	109.03	1184	1184	1184	1184
70068	0.60	0.06	109.03	1184	1184	1184	1184
70069	0.60	0.06	109.03	1184	1184	1184	1184
70069	0.60	0.06	109.03	1184	1184	1184	1184
70069	0.60	0.06	109.03	1184	1184	1184	1184
70069	0.60	0.06	109.03	1184	1184	1184	1184
70069	0.60	0.06	109.03	1184	1184	1184	1184
70069	0.60	0.06	109.03	1184	1184	1184	1184
70069	0.60	0.06	109.03	1184	1184	1184	1184
70069	0.60	0.06	109.03	1184	1184	1184	1184
70069	0.60	0.06	109.03	1184	1184	1184	1184
70069	0.60	0.06	109.03	1184	1184	1184	1184
70070	0.60	0.06	109.03	1184	1184	1184	1184
70070	0.60	0.06	109.03	1184	1184	1184	1184
70070	0.60	0.06	109.03	1184	1184	1184	1184
70070	0.60	0.06	109.03	1184	1184	1184	1184
70070	0.60	0.06	109.03	1184	1184	1184	1184
70070	0.60	0.06	109.03	1184	1184	1184	1184
70070	0.60	0.06	109.03	1184	1184	1184	1184
70070	0.60	0.06	109.03	1184	1184	1184	1184
70070	0.60	0.06	109.03	1184	1184	1184	1184
70070	0.60	0.06	109.03	1184	1184	1184	1184
70071	0.60	0.06	109.03	1184	1184	1184	1184
70071	0.60	0.06	109.03	1184	1184	1184	1184
70071	0.60	0.06	109.03	1184	1184	1184	1184
70071	0.60	0.06	109.03	1184	1184	1184	1184
70071	0.60	0.06	109.03	1184	1184	1184	1184
70071	0.60	0.06	109.03	1184	1184	1184	1184
70071	0.60	0.06	109.03	1184	1184	1184	1184
70071	0.60	0.06	109.03	1184	1184	1184	1184
70071	0.60	0.06	109.03	1184	1184	1184	1184
70071	0.60	0.06	109.03	1184	1184	1184	1184
70072	0.60	0.06	109.03	1184	1184	1184	1184
70072	0.60	0.06	109.03	1184	1184	1184	1184
70072	0.60	0.06	109.03	1184	1184	1184	1184
70072	0.60	0.06	109.03	1184	1184	1184	1184
70072	0.60	0.06	109.03	1184	1184	1184	1184
70072	0.60	0.06	109.03	1184	1184	1184	1184
