时间(s)	Roll(°)	Pitch(°)	Yaw(°)	Servo1	Servo2	Servo3	Servo4
54200	0.60	0.06	109.03	1184	1184	1184	1184
54201	0.60	0.06	109.03	1184	1184	1184	1184
54201	0.60	0.06	109.03	1184	1184	1184	1184
54201	0.60	0.06	109.03	1184	1184	1184	1184
54201	0.60	0.06	109.03	1184	1184	1184	1184
54201	0.60	0.06	109.03	1184	1184	1184	1184
54201	0.60	0.06	109.03	1184	1184	1184	1184
54201	0.60	0.06	109.03	1184	1184	1184	1184
54201	0.60	0.06	109.03	1184	1184	1184	1184
54201	0.60	0.06	109.03	1184	1184	1184	1184
54201	0.60	0.06	109.03	1184	1184	1184	1184
54202	0.60	0.06	109.03	1184	1184	1184	1184
54202	0.60	0.06	109.03	1184	1184	1184	1184
54202	0.60	0.06	109.03	1184	1184	1184	1184
54202	0.60	0.06	109.03	1184	1184	1184	1184
54202	0.60	0.06	109.03	1184	1184	1184	1184
54202	0.60	0.06	109.03	1184	1184	1184	1184
54202	0.60	0.06	109.03	1184	1184	1184	1184
54202	0.60	0.06	109.03	1184	1184	1184	1184
54202	0.60	0.06	109.03	1184	1184	1184	1184
54202	0.60	0.06	109.03	1184	1184	1184	1184
54203	0.60	0.06	109.03	1184	1184	1184	1184
54203	0.60	0.06	109.03	1184	1184	1184	1184
54203	0.60	0.06	109.03	1184	1184	1184	1184
54203	0.60	0.06	109.03	1184	1184	1184	1184
54203	0.60	0.06	109.03	1184	1184	1184	1184
54203	0.60	0.06	109.03	1184	1184	1184	1184
54203	0.60	0.06	109.03	1184	1184	1184	1184
54203	0.60	0.06	109.03	1184	1184	1184	1184
54203	0.60	0.06	109.03	1184	1184	1184	1184
54203	0.60	0.06	109.03	1184	1184	1184	1184
54204	0.60	0.06	109.03	1184	1184	1184	1184
54204	0.60	0.06	109.03	1184	1184	1184	1184
54204	0.60	0.06	109.03	1184	1184	1184	1184
54204	0.60	0.06	109.03	1184	1184	1184	1184
54204	0.60	0.06	109.03	1184	1184	1184	1184
54204	0.60	0.06	109.03	1184	1184	1184	1184
54204	0.60	0.06	109.03	1184	1184	1184	1184
54204	0.60	0.06	109.03	1184	1184	1184	1184
54204	0.60	0.06	109.03	1184	1184	1184	1184
54204	0.60	0.06	109.03	1184	1184	1184	1184
54205	0.60	0.06	109.03	1184	1184	1184	1184
54205	0.60	0.06	109.03	1184	1184	1184	1184
54205	0.60	0.06	109.03	1184	1184	1184	1184
54205	0.60	0.06	109.03	1184	1184	1184	1184
54205	0.60	0.06	109.03	1184	1184	1184	1184
54205	0.60	0.06	109.03	1184	1184	1184	1184
54205	0.60	0.06	109.03	1184	1184	1184	1184
54205	0.60	0.06	109.03	1184	1184	1184	1184
54205	0.60	0.06	109.03	1184	1184	1184	1184
54205	0.60	0.06	109.03	1184	1184	1184	1184
54206	0.60	0.06	109.03	1184	1184	1184	1184
54206	0.60	0.06	109.03	1184	1184	1184	1184
54206	0.60	0.06	109.03	1184	1184	1184	1184
54206	0.60	0.06	109.03	1184	1184	1184	1184
54206	0.60	0.06	109.03	1184	1184	1184	1184
54206	0.60	0.06	109.03	1184	1184	1184	1184
54206	0.60	0.06	109.03	1184	1184	1184	1184
54206	0.60	0.06	109.03	1184	1184	1184	1184
54206	0.60	0.06	109.03	1184	1184	1184	1184
54206	0.60	0.06	109.03	1184	1184	1184	1184
54207	0.60	0.06	109.03	1184	1184	1184	1184
54207	0.60	0.06	109.03	1184	1184	1184	1184
54207	0.60	0.06	109.03	1184	1184	1184	1184
54207	0.60	0.06	109.03	1184	1184	1184	1184
54207	0.60	0.06	109.03	1184	1184	1184	1184
54207	0.60	0.06	109.03	1184	1184	1184	1184
54207	0.60	0.06	109.03	1184	1184	1184	1184
54207	0.60	0.06	109.03	1184	1184	1184	1184
54207	0.60	0.06	109.03	1184	1184	1184	1184
54207	0.60	0.06	109.03	1184	1184	1184	1184
54208	0.60	0.06	109.03	1184	1184	1184	1184
54208	0.60	0.06	109.03	1184	1184	1184	1184
54208	0.60	0.06	109.03	1184	1184	1184	1184
54208	0.60	0.06	109.03	1184	1184	1184	1184
54208	0.60	0.06	109.03	1184	1184	1184	1184
54208	0.60	0.06	109.03	1184	1184	1184	1184
54208	0.60	0.06	109.03	1184	1184	1184	1184
54208	0.60	0.06	109.03	1184	1184	1184	1184
54208	0.60	0.06	109.03	1184	1184	1184	1184
54208	0.60	0.06	109.03	1184	1184	1184	1184
54209	0.60	0.06	109.03	1184	1184	1184	1184
54209	0.60	0.06	109.03	1184	1184	1184	1184
54209	0.60	0.06	109.03	1184	1184	1184	1184
54209	0.60	0.06	109.03	1184	1184	1184	1184
54209	0.60	0.06	109.03	1184	1184	1184	1184
54209	0.60	0.06	109.03	1184	1184	1184	1184
54209	0.60	0.06	109.03	1184	1184	1184	1184
54209	0.60	0.06	109.03	1184	1184	1184	1184
54209	0.60	0.06	109.03	1184	1184	1184	1184
54209	0.60	0.06	109.03	1184	1184	1184	1184
54210	0.60	0.06	109.03	1184	1184	1184	1184
54210	0.60	0.06	109.03	1184	1184	1184	1184
54210	0.60	0.06	109.03	1184	1184	1184	1184
54210	0.60	0.06	109.03	1184	1184	1184	1184
54210	0.60	0.06	109.03	1184	1184	1184	1184
54210	0.60	0.06	109.03	1184	1184	1184	1184
54210	0.60	0.06	109.03	1184	1184	1184	1184
54210	0.60	0.06	109.03	1184	1184	1184	1184
54210	0.60	0.06	109.03	1184	1184	1184	1184
54210	0.60	0.06	109.03	1184	1184	1184	1184
54211	0.60	0.06	109.03	1184	1184	1184	1184
54211	0.60	0.06	109.03	1184	1184	1184	1184
54211	0.60	0.06	109.03	1184	1184	1184	1184
54211	0.60	0.06	109.03	1184	1184	1184	1184
54211	0.60	0.06	109.03	1184	1184	1184	1184
54211	0.60	0.06	109.03	1184	1184	1184	1184
54211	0.60	0.06	109.03	1184	1184	1184	1184
54211	0.60	0.06	109.03	1184	1184	1184	1184
54211	0.60	0.06	109.03	1184	1184	1184	1184
54211	0.60	0.06	109.03	1184	1184	1184	1184
54212	0.60	0.06	109.03	1184	1184	1184	1184
54212	0.60	0.06	109.03	1184	1184	1184	1184
54212	0.60	0.06	109.03	1184	1184	1184	1184
54212	0.60	0.06	109.03	1184	1184	1184	1184
54212	0.60	0.06	109.03	1184	1184	1184	1184
54212	0.60	0.06	109.03	1184	1184	1184	1184
54212	0.60	0.06	109.03	1184	1184	1184	1184
54212	0.60	0.06	109.03	1184	1184	1184	1184
54212	0.60	0.06	109.03	1184	1184	1184	1184
54212	0.60	0.06	109.03	1184	1184	1184	1184
54213	0.60	0.06	109.03	1184	1184	1184	1184
54213	0.60	0.06	109.03	1184	1184	1184	1184
54213	0.60	0.06	109.03	1184	1184	1184	1184
54213	0.60	0.06	109.03	1184	1184	1184	1184
54213	0.60	0.06	109.03	1184	1184	1184	1184
54213	0.60	0.06	109.03	1184	1184	1184	1184
54213	0.60	0.06	109.03	1184	1184	1184	1184
54213	0.60	0.06	109.03	1184	1184	1184	1184
54213	0.60	0.06	109.03	1184	1184	1184	1184
54213	0.60	0.06	109.03	1184	1184	1184	1184
54214	0.60	0.06	109.03	1184	1184	1184	1184
54214	0.60	0.06	109.03	1184	1184	1184	1184
54214	0.60	0.06	109.03	1184	1184	1184	1184
54214	0.60	0.06	109.03	1184	1184	1184	1184
54214	0.60	0.06	109.03	1184	1184	1184	1184
54214	0.60	0.06	109.03	1184	1184	1184	1184
54214	0.60	0.06	109.03	1184	1184	1184	1184
54214	0.60	0.06	109.03	1184	1184	1184	1184
54214	0.60	0.06	109.03	1184	1184	1184	1184
54214	0.60	0.06	109.03	1184	1184	1184	1184
54215	0.60	0.06	109.03	1184	1184	1184	1184
54215	0.60	0.06	109.03	1184	1184	1184	1184
54215	0.60	0.06	109.03	1184	1184	1184	1184
54215	0.60	0.06	109.03	1184	1184	1184	1184
54215	0.60	0.06	109.03	1184	1184	1184	1184
54215	0.60	0.06	109.03	1184	1184	1184	1184
54215	0.60	0.06	109.03	1184	1184	1184	1184
54215	0.60	0.06	109.03	1184	1184	1184	1184
54215	0.60	0.06	109.03	1184	1184	1184	1184
54215	0.60	0.06	109.03	1184	1184	1184	1184
54216	0.60	0.06	109.03	1184	1184	1184	1184
54216	0.60	0.06	109.03	1184	1184	1184	1184
54216	0.60	0.06	109.03	1184	1184	1184	1184
54216	0.60	0.06	109.03	1184	1184	1184	1184
54216	0.60	0.06	109.03	1184	1184	1184	1184
54216	0.60	0.06	109.03	1184	1184	1184	1184
54216	0.60	0.06	109.03	1184	1184	1184	1184
54216	0.60	0.06	109.03	1184	1184	1184	1184
54216	0.60	0.06	109.03	1184	1184	1184	1184
54216	0.60	0.06	109.03	1184	1184	1184	1184
54217	0.60	0.06	109.03	1184	1184	1184	1184
54217	0.60	0.06	109.03	1184	1184	1184	1184
54217	0.60	0.06	109.03	1184	1184	1184	1184
54217	0.60	0.06	109.03	1184	1184	1184	1184
54217	0.60	0.06	109.03	1184	1184	1184	1184
54217	0.60	0.06	109.03	1184	1184	1184	1184
54217	0.60	0.06	109.03	1184	1184	1184	1184
54217	0.60	0.06	109.03	1184	1184	1184	1184
54217	0.60	0.06	109.03	1184	1184	1184	1184
54218	0.60	0.06	109.03	1184	1184	1184	1184
54218	0.60	0.06	109.03	1184	1184	1184	1184
54219	0.60	0.06	109.03	1184	1184	1184	1184
54219	0.60	0.06	109.03	1184	1184	1184	1184
54219	0.60	0.06	109.03	1184	1184	1184	1184
54219	0.60	0.06	109.03	1184	1184	1184	1184
54219	0.60	0.06	109.03	1184	1184	1184	1184
54219	0.60	0.06	109.03	1184	1184	1184	1184
54219	0.60	0.06	109.03	1184	1184	1184	1184
54219	0.60	0.06	109.03	1184	1184	1184	1184
54219	0.60	0.06	109.03	1184	1184	1184	1184
54219	0.60	0.06	109.03	1184	1184	1184	1184
54220	0.60	0.06	109.03	1184	1184	1184	1184
54220	0.60	0.06	109.03	1184	1184	1184	1184
54220	0.60	0.06	109.03	1184	1184	1184	1184
54220	0.60	0.06	109.03	1184	1184	1184	1184
54220	0.60	0.06	109.03	1184	1184	1184	1184
54220	0.60	0.06	109.03	1184	1184	1184	1184
54220	0.60	0.06	109.03	1184	1184	1184	1184
54220	0.60	0.06	109.03	1184	1184	1184	1184
54220	0.60	0.06	109.03	1184	1184	1184	1184
54220	0.60	0.06	109.03	1184	1184	1184	1184
54221	0.60	0.06	109.03	1184	1184	1184	1184
54221	0.60	0.06	109.03	1184	1184	1184	1184
54221	0.60	0.06	109.03	1184	1184	1184	1184
54221	0.60	0.06	109.03	1184	1184	1184	1184
54221	0.60	0.06	109.03	1184	1184	1184	1184
54221	0.60	0.06	109.03	1184	1184	1184	1184
54221	0.60	0.06	109.03	1184	1184	1184	1184
54221	0.60	0.06	109.03	1184	1184	1184	1184
54221	0.60	0.06	109.03	1184	1184	1184	1184
54221	0.60	0.06	109.03	1184	1184	1184	1184
54222	0.60	0.06	109.03	1184	1184	1184	1184
54222	0.60	0.06	109.03	1184	1184	1184	1184
54222	0.60	0.06	109.03	1184	1184	1184	1184
54222	0.60	0.06	109.03	1184	1184	1184	1184
54222	0.60	0.06	109.03	1184	1184	1184	1184
54222	0.60	0.06	109.03	1184	1184	1184	1184
54222	0.60	0.06	109.03	1184	1184	1184	1184
54222	0.60	0.06	109.03	1184	1184	1184	1184
54222	0.60	0.06	109.03	1184	1184	1184	1184
54222	0.60	0.06	109.03	1184	1184	1184	1184
54223	0.60	0.06	109.03	1184	1184	1184	1184
54223	0.60	0.06	109.03	1184	1184	1184	1184
54223	0.60	0.06	109.03	1184	1184	1184	1184
54223	0.60	0.06	109.03	1184	1184	1184	1184
54223	0.60	0.06	109.03	1184	1184	1184	1184
54223	0.60	0.06	109.03	1184	1184	1184	1184
54223	0.60	0.06	109.03	1184	1184	1184	1184
54223	0.60	0.06	109.03	1184	1184	1184	1184
54223	0.60	0.06	109.03	1184	1184	1184	1184
54223	0.60	0.06	109.03	1184	1184	1184	1184
54224	0.60	0.06	109.03	1184	1184	1184	1184
54224	0.60	0.06	109.03	1184	1184	1184	1184
54224	0.60	0.06	109.03	1184	1184	1184	1184
54224	0.60	0.06	109.03	1184	1184	1184	1184
54224	0.60	0.06	109.03	1184	1184	1184	1184
54224	0.60	0.06	109.03	1184	1184	1184	1184
54224	0.60	0.06	109.03	1184	1184	1184	1184
54224	0.60	0.06	109.03	1184	1184	1184	1184
54224	0.60	0.06	109.03	1184	1184	1184	1184
54224	0.60	0.06	109.03	1184	1184	1184	1184
54225	0.60	0.06	109.03	1184	1184	1184	1184
54225	0.60	0.06	109.03	1184	1184	1184	1184
54225	0.60	0.06	109.03	1184	1184	1184	1184
54225	0.60	0.06	109.03	1184	1184	1184	1184
54225	0.60	0.06	109.03	1184	1184	1184	1184
54225	0.60	0.06	109.03	1184	1184	1184	1184
54225	0.60	0.06	109.03	1184	1184	1184	1184
54225	0.60	0.06	109.03	1184	1184	1184	1184
54225	0.60	0.06	109.03	1184	1184	1184	1184
54225	0.60	0.06	109.03	1184	1184	1184	1184
54226	0.60	0.06	109.03	1184	1184	1184	1184
54226	0.60	0.06	109.03	1184	1184	1184	1184
54226	0.60	0.06	109.03	1184	1184	1184	1184
54226	0.60	0.06	109.03	1184	1184	1184	1184
54226	0.60	0.06	109.03	1184	1184	1184	1184
54226	0.60	0.06	109.03	1184	1184	1184	1184
54226	0.60	0.06	109.03	1184	1184	1184	1184
54226	0.60	0.06	109.03	1184	1184	1184	1184
54226	0.60	0.06	109.03	1184	1184	1184	1184
54226	0.60	0.06	109.03	1184	1184	1184	1184
54227	0.60	0.06	109.03	1184	1184	1184	1184
54227	0.60	0.06	109.03	1184	1184	1184	1184
54227	0.60	0.06	109.03	1184	1184	1184	1184
54227	0.60	0.06	109.03	1184	1184	1184	1184
54227	0.60	0.06	109.03	1184	1184	1184	1184
54227	0.60	0.06	109.03	1184	1184	1184	1184
54227	0.60	0.06	109.03	1184	1184	1184	1184
54227	0.60	0.06	109.03	1184	1184	1184	1184
54227	0.60	0.06	109.03	1184	1184	1184	1184
54227	0.60	0.06	109.03	1184	1184	1184	1184
54228	0.60	0.06	109.03	1184	1184	1184	1184
54228	0.60	0.06	109.03	1184	1184	1184	1184
54228	0.60	0.06	109.03	1184	1184	1184	1184
54228	0.60	0.06	109.03	1184	1184	1184	1184
54228	0.60	0.06	109.03	1184	1184	1184	1184
54228	0.60	0.06	109.03	1184	1184	1184	1184
54228	0.60	0.06	109.03	1184	1184	1184	1184
54228	0.60	0.06	109.03	1184	1184	1184	1184
54228	0.60	0.06	109.03	1184	1184	1184	1184
54228	0.60	0.06	109.03	1184	1184	1184	1184
54229	0.60	0.06	109.03	1184	1184	1184	1184
54229	0.60	0.06	109.03	1184	1184	1184	1184
54229	0.60	0.06	109.03	1184	1184	1184	1184
54229	0.60	0.06	109.03	1184	1184	1184	1184
54229	0.60	0.06	109.03	1184	1184	1184	1184
54229	0.60	0.06	109.03	1184	1184	1184	1184
54229	0.60	0.06	109.03	1184	1184	1184	1184
54229	0.60	0.06	109.03	1184	1184	1184	1184
54229	0.60	0.06	109.03	1184	1184	1184	1184
54229	0.60	0.06	109.03	1184	1184	1184	1184
54230	0.60	0.06	109.03	1184	1184	1184	1184
54230	0.60	0.06	109.03	1184	1184	1184	1184
54230	0.60	0.06	109.03	1184	1184	1184	1184
54230	0.60	0.06	109.03	1184	1184	1184	1184
54230	0.60	0.06	109.03	1184	1184	1184	1184
54230	0.60	0.06	109.03	1184	1184	1184	1184
54230	0.60	0.06	109.03	1184	1184	1184	1184
54230	0.60	0.06	109.03	1184	1184	1184	1184
54230	0.60	0.06	109.03	1184	1184	1184	1184
54230	0.60	0.06	109.03	1184	1184	1184	1184
54231	0.60	0.06	109.03	1184	1184	1184	1184
54231	0.60	0.06	109.03	1184	1184	1184	1184
54231	0.60	0.06	109.03	1184	1184	1184	1184
54231	0.60	0.06	109.03	1184	1184	1184	1184
54231	0.60	0.06	109.03	1184	1184	1184	1184
54231	0.60	0.06	109.03	1184	1184	1184	1184
54231	0.60	0.06	109.03	1184	1184	1184	1184
54231	0.60	0.06	109.03	1184	1184	1184	1184
54231	0.60	0.06	109.03	1184	1184	1184	1184
54231	0.60	0.06	109.03	1184	1184	1184	1184
54232	0.60	0.06	109.03	1184	1184	1184	1184
54232	0.60	0.06	109.03	1184	1184	1184	1184
54232	0.60	0.06	109.03	1184	1184	1184	1184
54232	0.60	0.06	109.03	1184	1184	1184	1184
54232	0.60	0.06	109.03	1184	1184	1184	1184
54232	0.60	0.06	109.03	1184	1184	1184	1184
54232	0.60	0.06	109.03	1184	1184	1184	1184
54232	0.60	0.06	109.03	1184	1184	1184	1184
54232	0.60	0.06	109.03	1184	1184	1184	1184
54232	0.60	0.06	109.03	1184	1184	1184	1184
54233	0.60	0.06	109.03	1184	1184	1184	1184
54233	0.60	0.06	109.03	1184	1184	1184	1184
54233	0.60	0.06	109.03	1184	1184	1184	1184
54233	0.60	0.06	109.03	1184	1184	1184	1184
54233	0.60	0.06	109.03	1184	1184	1184	1184
54233	0.60	0.06	109.03	1184	1184	1184	1184
54233	0.60	0.06	109.03	1184	1184	1184	1184
54233	0.60	0.06	109.03	1184	1184	1184	1184
54233	0.60	0.06	109.03	1184	1184	1184	1184
54233	0.60	0.06	109.03	1184	1184	1184	1184
54234	0.60	0.06	109.03	1184	1184	1184	1184
54234	0.60	0.06	109.03	1184	1184	1184	1184
54234	0.60	0.06	109.03	1184	1184	1184	1184
54234	0.60	0.06	109.03	1184	1184	1184	1184
54234	0.60	0.06	109.03	1184	1184	1184	1184
54234	0.60	0.06	109.03	1184	1184	1184	1184
54234	0.60	0.06	109.03	1184	1184	1184	1184
54234	0.60	0.06	109.03	1184	1184	1184	1184
54234	0.60	0.06	109.03	1184	1184	1184	1184
54235	0.60	0.06	109.03	1184	1184	1184	1184
54235	0.60	0.06	109.03	1184	1184	1184	1184
54235	0.60	0.06	109.03	1184	1184	1184	1184
54235	0.60	0.06	109.03	1184	1184	1184	1184
54235	0.60	0.06	109.03	1184	1184	1184	1184
54235	0.60	0.06	109.03	1184	1184	1184	1184
54235	0.60	0.06	109.03	1184	1184	1184	1184
54235	0.60	0.06	109.03	1184	1184	1184	1184
54235	0.60	0.06	109.03	1184	1184	1184	1184
54235	0.60	0.06	109.03	1184	1184	1184	1184
54236	0.60	0.06	109.03	1184	1184	1184	1184
54236	0.60	0.06	109.03	1184	1184	1184	1184
54236	0.60	0.06	109.03	1184	1184	1184	1184
54236	0.60	0.06	109.03	1184	1184	1184	1184
54236	0.60	0.06	109.03	1184	1184	1184	1184
54236	0.60	0.06	109.03	1184	1184	1184	1184
54236	0.60	0.06	109.03	1184	1184	1184	1184
54236	0.60	0.06	109.03	1184	1184	1184	1184
54236	0.60	0.06	109.03	1184	1184	1184	1184
54236	0.60	0.06	109.03	1184	1184	1184	1184
54237	0.60	0.06	109.03	1184	1184	1184	1184
54237	0.60	0.06	109.03	1184	1184	1184	1184
54237	0.60	0.06	109.03	1184	1184	1184	1184
54237	0.60	0.06	109.03	1184	1184	1184	1184
54237	0.60	0.06	109.03	1184	1184	1184	1184
54237	0.60	0.06	109.03	1184	1184	1184	1184
54237	0.60	0.06	109.03	1184	1184	1184	1184
54237	0.60	0.06	109.03	1184	1184	1184	1184
54237	0.60	0.06	109.03	1184	1184	1184	1184
54237	0.60	0.06	109.03	1184	1184	1184	1184
54238	0.60	0.06	109.03	1184	1184	1184	1184
54238	0.60	0.06	109.03	1184	1184	1184	1184
54238	0.60	0.06	109.03	1184	1184	1184	1184
54238	0.60	0.06	109.03	1184	1184	1184	1184
54238	0.60	0.06	109.03	1184	1184	1184	1184
54238	0.60	0.06	109.03	1184	1184	1184	1184
54238	0.60	0.06	109.03	1184	1184	1184	1184
54238	0.60	0.06	109.03	1184	1184	1184	1184
54238	0.60	0.06	109.03	1184	1184	1184	1184
54238	0.60	0.06	109.03	1184	1184	1184	1184
54239	0.60	0.06	109.03	1184	1184	1184	1184
54239	0.60	0.06	109.03	1184	1184	1184	1184
54239	0.60	0.06	109.03	1184	1184	1184	1184
54239	0.60	0.06	109.03	1184	1184	1184	1184
54239	0.60	0.06	109.03	1184	1184	1184	1184
54239	0.60	0.06	109.03	1184	1184	1184	1184
54239	0.60	0.06	109.03	1184	1184	1184	1184
54239	0.60	0.06	109.03	1184	1184	1184	1184
54239	0.60	0.06	109.03	1184	1184	1184	1184
54239	0.60	0.06	109.03	1184	1184	1184	1184
54240	0.60	0.06	109.03	1184	1184	1184	1184
54240	0.60	0.06	109.03	1184	1184	1184	1184
54240	0.60	0.06	109.03	1184	1184	1184	1184
54240	0.60	0.06	109.03	1184	1184	1184	1184
54240	0.60	0.06	109.03	1184	1184	1184	1184
54240	0.60	0.06	109.03	1184	1184	1184	1184
54240	0.60	0.06	109.03	1184	1184	1184	1184
54240	0.60	0.06	109.03	1184	1184	1184	1184
54240	0.60	0.06	109.03	1184	1184	1184	1184
54240	0.60	0.06	109.03	1184	1184	1184	1184
54241	0.60	0.06	109.03	1184	1184	1184	1184
54241	0.60	0.06	109.03	1184	1184	1184	1184
54241	0.60	0.06	109.03	1184	1184	1184	1184
54241	0.60	0.06	109.03	1184	1184	1184	1184
54241	0.60	0.06	109.03	1184	1184	1184	1184
54241	0.60	0.06	109.03	1184	1184	1184	1184
54241	0.60	0.06	109.03	1184	1184	1184	1184
54241	0.60	0.06	109.03	1184	1184	1184	1184
54241	0.60	0.06	109.03	1184	1184	1184	1184
54241	0.60	0.06	109.03	1184	1184	1184	1184
54242	0.60	0.06	109.03	1184	1184	1184	1184
54242	0.60	0.06	109.03	1184	1184	1184	1184
54242	0.60	0.06	109.03	1184	1184	1184	1184
54242	0.60	0.06	109.03	1184	1184	1184	1184
54242	0.60	0.06	109.03	1184	1184	1184	1184
54242	0.60	0.06	109.03	1184	1184	1184	1184
54242	0.60	0.06	109.03	1184	1184	1184	1184
54242	0.60	0.06	109.03	1184	1184	1184	1184
54242	0.60	0.06	109.03	1184	1184	1184	1184
54242	0.60	0.06	109.03	1184	1184	1184	1184
54243	0.60	0.06	109.03	1184	1184	1184	1184
54243	0.60	0.06	109.03	1184	1184	1184	1184
54243	0.60	0.06	109.03	1184	1184	1184	1184
54243	0.60	0.06	109.03	1184	1184	1184	1184
54243	0.60	0.06	109.03	1184	1184	1184	1184
54243	0.60	0.06	109.03	1184	1184	1184	1184
54243	0.60	0.06	109.03	1184	1184	1184	1184
54243	0.60	0.06	109.03	1184	1184	1184	1184
54243	0.60	0.06	109.03	1184	1184	1184	1184
54243	0.60	0.06	109.03	1184	1184	1184	1184
54244	0.60	0.06	109.03	1184	1184	1184	1184
54244	0.60	0.06	109.03	1184	1184	1184	1184
54244	0.60	0.06	109.03	1184	1184	1184	1184
54244	0.60	0.06	109.03	1184	1184	1184	1184
54244	0.60	0.06	109.03	1184	1184	1184	1184
54244	0.60	0.06	109.03	1184	1184	1184	1184
54244	0.60	0.06	109.03	1184	1184	1184	1184
54244	0.60	0.06	109.03	1184	1184	1184	1184
54244	0.60	0.06	109.03	1184	1184	1184	1184
54244	0.60	0.06	109.03	1184	1184	1184	1184
54245	0.60	0.06	109.03	1184	1184	1184	1184
54245	0.60	0.06	109.03	1184	1184	1184	1184
54245	0.60	0.06	109.03	1184	1184	1184	1184
54245	0.60	0.06	109.03	1184	1184	1184	1184
54245	0.60	0.06	109.03	1184	1184	1184	1184
54245	0.60	0.06	109.03	1184	1184	1184	1184
54245	0.60	0.06	109.03	1184	1184	1184	1184
54245	0.60	0.06	109.03	1184	1184	1184	1184
54245	0.60	0.06	109.03	1184	1184	1184	1184
54245	0.60	0.06	109.03	1184	1184	1184	1184
54246	0.60	0.06	109.03	1184	1184	1184	1184
54246	0.60	0.06	109.03	1184	1184	1184	1184
54246	0.60	0.06	109.03	1184	1184	1184	1184
54246	0.60	0.06	109.03	1184	1184	1184	1184
54246	0.60	0.06	109.03	1184	1184	1184	1184
54246	0.60	0.06	109.03	1184	1184	1184	1184
54246	0.60	0.06	109.03	1184	1184	1184	1184
54246	0.60	0.06	109.03	1184	1184	1184	1184
54246	0.60	0.06	109.03	1184	1184	1184	1184
54246	0.60	0.06	109.03	1184	1184	1184	1184
54247	0.60	0.06	109.03	1184	1184	1184	1184
54247	0.60	0.06	109.03	1184	1184	1184	1184
54247	0.60	0.06	109.03	1184	1184	1184	1184
54247	0.60	0.06	109.03	1184	1184	1184	1184
54247	0.60	0.06	109.03	1184	1184	1184	1184
54247	0.60	0.06	109.03	1184	1184	1184	1184
54247	0.60	0.06	109.03	1184	1184	1184	1184
54247	0.60	0.06	109.03	1184	1184	1184	1184
54247	0.60	0.06	109.03	1184	1184	1184	1184
54247	0.60	0.06	109.03	1184	1184	1184	1184
54248	0.60	0.06	109.03	1184	1184	1184	1184
54248	0.60	0.06	109.03	1184	1184	1184	1184
54248	0.60	0.06	109.03	1184	1184	1184	1184
54248	0.60	0.06	109.03	1184	1184	1184	1184
54248	0.60	0.06	109.03	1184	1184	1184	1184
54248	0.60	0.06	109.03	1184	1184	1184	1184
54248	0.60	0.06	109.03	1184	1184	1184	1184
54248	0.60	0.06	109.03	1184	1184	1184	1184
54248	0.60	0.06	109.03	1184	1184	1184	1184
54248	0.60	0.06	109.03	1184	1184	1184	1184
54249	0.60	0.06	109.03	1184	1184	1184	1184
54249	0.60	0.06	109.03	1184	1184	1184	1184
54249	0.60	0.06	109.03	1184	1184	1184	1184
54249	0.60	0.06	109.03	1184	1184	1184	1184
54249	0.60	0.06	109.03	1184	1184	1184	1184
54249	0.60	0.06	109.03	1184	1184	1184	1184
54249	0.60	0.06	109.03	1184	1184	1184	1184
54249	0.60	0.06	109.03	1184	1184	1184	1184
54249	0.60	0.06	109.03	1184	1184	1184	1184
54249	0.60	0.06	109.03	1184	1184	1184	1184
54250	0.60	0.06	109.03	1184	1184	1184	1184
54250	0.60	0.06	109.03	1184	1184	1184	1184
54250	0.60	0.06	109.03	1184	1184	1184	1184
54250	0.60	0.06	109.03	1184	1184	1184	1184
54250	0.60	0.06	109.03	1184	1184	1184	1184
54250	0.60	0.06	109.03	1184	1184	1184	1184
54250	0.60	0.06	109.03	1184	1184	1184	1184
54250	0.60	0.06	109.03	1184	1184	1184	1184
54250	0.60	0.06	109.03	1184	1184	1184	1184
54250	0.60	0.06	109.03	1184	1184	1184	1184
54251	0.60	0.06	109.03	1184	1184	1184	1184
54252	0.60	0.06	109.03	1184	1184	1184	1184
54252	0.60	0.06	109.03	1184	1184	1184	1184
54252	0.60	0.06	109.03	1184	1184	1184	1184
54252	0.60	0.06	109.03	1184	1184	1184	1184
54252	0.60	0.06	109.03	1184	1184	1184	1184
54252	0.60	0.06	109.03	1184	1184	1184	1184
54252	0.60	0.06	109.03	1184	1184	1184	1184
54252	0.60	0.06	109.03	1184	1184	1184	1184
54252	0.60	0.06	109.03	1184	1184	1184	1184
54252	0.60	0.06	109.03	1184	1184	1184	1184
54253	0.60	0.06	109.03	1184	1184	1184	1184
54253	0.60	0.06	109.03	1184	1184	1184	1184
54253	0.60	0.06	109.03	1184	1184	1184	1184
54253	0.60	0.06	109.03	1184	1184	1184	1184
54253	0.60	0.06	109.03	1184	1184	1184	1184
54253	0.60	0.06	109.03	1184	1184	1184	1184
54253	0.60	0.06	109.03	1184	1184	1184	1184
54253	0.60	0.06	109.03	1184	1184	1184	1184
54253	0.60	0.06	109.03	1184	1184	1184	1184
54253	0.60	0.06	109.03	1184	1184	1184	1184
54254	0.60	0.06	109.03	1184	1184	1184	1184
54254	0.60	0.06	109.03	1184	1184	1184	1184
54254	0.60	0.06	109.03	1184	1184	1184	1184
54254	0.60	0.06	109.03	1184	1184	1184	1184
