时间(s)	Servo1	Servo2	Servo3	Servo4
15	1282	1289	1272	1300
15	1282	1289	1272	1300
15	1282	1289	1272	1300
15	1282	1289	1272	1300
15	1282	1289	1272	1300
15	1282	1289	1272	1300
16	1282	1289	1272	1300
16	1421	1430	1410	1443
16	1421	1430	1410	1443
16	1421	1430	1410	1443
16	1421	1430	1410	1443
16	1421	1430	1410	1443
16	1421	1430	1410	1443
16	1421	1430	1410	1443
16	1421	1430	1410	1443
16	1421	1430	1410	1443
17	1502	1508	1596	1565
17	1502	1508	1596	1565
17	1502	1508	1596	1565
17	1502	1508	1596	1565
17	1502	1508	1596	1565
17	1502	1508	1596	1565
17	1502	1508	1596	1565
17	1502	1508	1596	1565
17	1502	1508	1596	1565
17	1502	1508	1596	1565
18	1489	1226	1514	1568
18	1489	1226	1514	1568
18	1489	1226	1514	1568
18	1489	1226	1514	1568
18	1489	1226	1514	1568
18	1489	1226	1514	1568
18	1489	1226	1514	1568
18	1489	1226	1514	1568
18	1489	1226	1514	1568
18	1372	1345	1663	1626
19	1372	1345	1663	1626
19	1372	1345	1663	1626
19	1372	1345	1663	1626
19	1372	1345	1663	1626
19	1372	1345	1663	1626
19	1372	1345	1663	1626
19	1372	1345	1663	1626
19	1372	1345	1663	1626
19	1372	1345	1663	1626
19	1372	1345	1663	1626
20	1226	1323	1788	1584
20	1226	1323	1788	1584
20	1226	1323	1788	1584
20	1226	1323	1788	1584
20	1226	1323	1788	1584
20	1226	1323	1788	1584
20	1226	1323	1788	1584
20	1226	1323	1788	1584
20	1226	1323	1788	1584
20	1226	1323	1788	1584
21	1303	1295	1683	1603
21	1303	1295	1683	1603
21	1303	1295	1683	1603
21	1303	1295	1683	1603
21	1303	1295	1683	1603
21	1303	1295	1683	1603
21	1303	1295	1683	1603
21	1303	1295	1683	1603
21	1303	1295	1683	1603
21	1303	1295	1683	1603
22	1384	1347	1730	1643
22	1384	1347	1730	1643
22	1384	1347	1730	1643
22	1384	1347	1730	1643
22	1384	1347	1730	1643
22	1384	1347	1730	1643
22	1384	1347	1730	1643
22	1384	1347	1730	1643
22	1297	1317	1787	1657
22	1297	1317	1787	1657
23	1297	1317	1787	1657
23	1297	1317	1787	1657
23	1297	1317	1787	1657
23	1297	1317	1787	1657
23	1297	1317	1787	1657
23	1297	1317	1787	1657
23	1297	1317	1787	1657
23	1297	1317	1787	1657
23	1297	1317	1787	1657
23	1263	1226	1800	1686
24	1263	1226	1800	1686
24	1263	1226	1800	1686
24	1263	1226	1800	1686
24	1263	1226	1800	1686
24	1263	1226	1800	1686
24	1263	1226	1800	1686
24	1263	1226	1800	1686
24	1263	1226	1800	1686
24	1263	1226	1800	1686
24	1346	1284	1783	1652
25	1346	1284	1783	1652
25	1346	1284	1783	1652
25	1346	1284	1783	1652
25	1346	1284	1783	1652
25	1346	1284	1783	1652
25	1346	1284	1783	1652
25	1346	1284	1783	1652
25	1346	1284	1783	1652
25	1327	1252	1800	1652
25	1327	1252	1800	1652
26	1327	1252	1800	1652
26	1327	1252	1800	1652
26	1327	1252	1800	1652
26	1327	1252	1800	1652
26	1327	1252	1800	1652
26	1327	1252	1800	1652
26	1327	1252	1800	1652
26	1327	1252	1800	1652
26	1328	1236	1802	1655
26	1328	1236	1802	1655
27	1328	1236	1802	1655
27	1328	1236	1802	1655
27	1328	1236	1802	1655
27	1328	1236	1802	1655
27	1328	1236	1802	1655
27	1328	1236	1802	1655
27	1328	1236	1802	1655
27	1328	1236	1802	1655
27	1338	1226	1812	1641
27	1338	1226	1812	1641
28	1338	1226	1812	1641
28	1338	1226	1812	1641
28	1338	1226	1812	1641
28	1338	1226	1812	1641
28	1338	1226	1812	1641
28	1338	1226	1812	1641
28	1338	1226	1812	1641
28	1338	1226	1812	1641
28	1377	1226	1802	1632
28	1377	1226	1802	1632
29	1377	1226	1802	1632
29	1377	1226	1802	1632
29	1377	1226	1802	1632
29	1377	1226	1802	1632
29	1377	1226	1802	1632
29	1377	1226	1802	1632
29	1377	1226	1802	1632
30	1377	1226	1802	1632
30	1377	1226	1802	1632
30	1377	1226	1812	1620
31	1377	1226	1812	1620
31	1377	1226	1812	1620
31	1377	1226	1812	1620
31	1377	1226	1812	1620
31	1377	1226	1812	1620
31	1377	1226	1812	1620
31	1377	1226	1812	1620
31	1377	1226	1812	1620
31	1377	1226	1812	1620
31	1384	1226	1813	1615
32	1384	1226	1813	1615
32	1384	1226	1813	1615
32	1384	1226	1813	1615
32	1384	1226	1813	1615
32	1384	1226	1813	1615
32	1384	1226	1813	1615
32	1384	1226	1813	1615
32	1402	1226	1815	1601
32	1402	1226	1815	1601
32	1402	1226	1815	1601
33	1402	1226	1815	1601
33	1402	1226	1815	1601
33	1402	1226	1815	1601
33	1402	1226	1815	1601
33	1402	1226	1815	1601
33	1402	1226	1815	1601
33	1402	1226	1815	1601
33	1397	1226	1816	1602
33	1397	1226	1816	1602
33	1397	1226	1816	1602
34	1397	1226	1816	1602
34	1397	1226	1816	1602
34	1397	1226	1816	1602
34	1397	1226	1816	1602
34	1397	1226	1816	1602
34	1397	1226	1816	1602
34	1397	1226	1816	1602
34	1390	1226	1816	1606
34	1390	1226	1816	1606
34	1390	1226	1816	1606
35	1390	1226	1816	1606
35	1390	1226	1816	1606
35	1390	1226	1816	1606
35	1390	1226	1816	1606
35	1390	1226	1816	1606
35	1390	1226	1816	1606
35	1390	1226	1816	1606
35	1397	1226	1809	1612
35	1397	1226	1809	1612
35	1397	1226	1809	1612
36	1397	1226	1809	1612
36	1397	1226	1809	1612
36	1397	1226	1809	1612
36	1397	1226	1809	1612
36	1397	1226	1809	1612
36	1379	1226	1805	1627
36	1379	1226	1805	1627
36	1379	1226	1805	1627
36	1379	1226	1805	1627
37	1379	1226	1805	1627
37	1379	1226	1805	1627
37	1379	1226	1805	1627
37	1379	1226	1805	1627
37	1379	1226	1805	1627
37	1392	1226	1800	1626
37	1392	1226	1800	1626
37	1392	1226	1800	1626
37	1392	1226	1800	1626
37	1392	1226	1800	1626
38	1392	1226	1800	1626
38	1392	1226	1800	1626
38	1392	1226	1800	1626
38	1392	1226	1800	1626
38	1392	1226	1800	1626
38	1388	1226	1801	1627
38	1388	1226	1801	1627
38	1388	1226	1801	1627
38	1388	1226	1801	1627
38	1388	1226	1801	1627
39	1388	1226	1801	1627
39	1388	1226	1801	1627
39	1388	1226	1801	1627
39	1388	1226	1801	1627
39	1345	1226	1805	1647
39	1345	1226	1805	1647
39	1345	1226	1805	1647
39	1345	1226	1805	1647
39	1345	1226	1805	1647
39	1345	1226	1805	1647
40	1345	1226	1805	1647
40	1345	1226	1805	1647
40	1345	1226	1805	1647
40	1361	1226	1812	1628
40	1361	1226	1812	1628
40	1361	1226	1812	1628
40	1361	1226	1812	1628
40	1361	1226	1812	1628
40	1361	1226	1812	1628
40	1361	1226	1812	1628
41	1361	1226	1812	1628
41	1391	1226	1816	1607
41	1391	1226	1816	1607
41	1391	1226	1816	1607
41	1391	1226	1816	1607
41	1391	1226	1816	1607
41	1391	1226	1816	1607
41	1391	1226	1816	1607
41	1391	1226	1816	1607
41	1391	1226	1816	1607
42	1391	1226	1816	1607
42	1391	1226	1816	1607
42	1361	1226	1822	1614
42	1361	1226	1822	1614
42	1361	1226	1822	1614
42	1361	1226	1822	1614
42	1361	1226	1822	1614
42	1361	1226	1822	1614
42	1361	1226	1822	1614
42	1361	1226	1822	1614
43	1361	1226	1822	1614
43	1368	1226	1823	1610
43	1368	1226	1823	1610
43	1368	1226	1823	1610
43	1368	1226	1823	1610
43	1368	1226	1823	1610
43	1368	1226	1823	1610
43	1368	1226	1823	1610
43	1368	1226	1823	1610
43	1352	1226	1820	1622
44	1352	1226	1820	1622
44	1352	1226	1820	1622
44	1352	1226	1820	1622
44	1352	1226	1820	1622
44	1352	1226	1820	1622
44	1352	1226	1820	1622
44	1352	1226	1820	1622
44	1352	1226	1820	1622
44	1352	1226	1820	1622
44	1327	1226	1828	1625
45	1327	1226	1828	1625
45	1327	1226	1828	1625
45	1327	1226	1828	1625
45	1327	1226	1828	1625
45	1327	1226	1828	1625
45	1327	1226	1828	1625
45	1327	1226	1828	1625
45	1327	1226	1828	1625
45	1303	1294	1294	1226
45	1303	1294	1294	1226
46	1303	1294	1294	1226
46	1303	1294	1294	1226
46	1303	1294	1294	1226
46	1303	1294	1294	1226
46	1303	1294	1294	1226
46	1303	1294	1294	1226
46	1184	1184	1184	1184
46	1184	1184	1184	1184
46	1184	1184	1184	1184
46	1184	1184	1184	1184
47	1184	1184	1184	1184
47	1184	1184	1184	1184
47	1184	1184	1184	1184
47	1184	1184	1184	1184
47	1184	1184	1184	1184
47	1184	1184	1184	1184
47	1184	1184	1184	1184
47	1184	1184	1184	1184
47	1184	1184	1184	1184
47	1184	1184	1184	1184
48	1184	1184	1184	1184
48	1184	1184	1184	1184
48	1184	1184	1184	1184
48	1184	1184	1184	1184
48	1184	1184	1184	1184
48	1184	1184	1184	1184
48	1184	1184	1184	1184
48	1184	1184	1184	1184
48	1184	1184	1184	1184
48	1184	1184	1184	1184
49	1184	1184	1184	1184
49	1100	1100	1100	1100
49	1100	1100	1100	1100
49	1100	1100	1100	1100
49	1100	1100	1100	1100
49	1100	1100	1100	1100
49	1100	1100	1100	1100
49	1100	1100	1100	1100
49	1100	1100	1100	1100
49	1100	1100	1100	1100
50	1100	1100	1100	1100
50	1100	1100	1100	1100
50	1100	1100	1100	1100
50	1100	1100	1100	1100
50	1100	1100	1100	1100
50	1100	1100	1100	1100
50	1100	1100	1100	1100
50	1100	1100	1100	1100
50	1100	1100	1100	1100
50	1100	1100	1100	1100
51	1100	1100	1100	1100
51	1100	1100	1100	1100
51	1100	1100	1100	1100
51	1100	1100	1100	1100
51	1100	1100	1100	1100
51	1100	1100	1100	1100
51	1100	1100	1100	1100
51	1100	1100	1100	1100
51	1100	1100	1100	1100
