时间(s)	Servo1	Servo2	Servo3	Servo4
15	1507	1489	1532	1557
15	1507	1489	1532	1557
15	1507	1489	1532	1557
15	1493	1491	1563	1584
15	1493	1491	1563	1584
15	1493	1491	1563	1584
15	1493	1491	1563	1584
15	1434	1470	1656	1613
16	1434	1470	1656	1613
16	1434	1470	1656	1613
16	1434	1470	1656	1613
16	1434	1470	1656	1613
16	1434	1470	1656	1613
16	1226	1404	1738	1562
16	1226	1404	1738	1562
16	1226	1404	1738	1562
16	1226	1404	1738	1562
16	1526	1226	1681	1398
17	1526	1226	1681	1398
18	1526	1226	1681	1398
18	1526	1226	1681	1398
18	1526	1226	1681	1398
18	1526	1226	1681	1398
18	1290	1226	1670	1621
18	1290	1226	1670	1621
18	1290	1226	1670	1621
18	1290	1226	1670	1621
18	1304	1294	1678	1650
18	1304	1294	1678	1650
19	1304	1294	1678	1650
19	1304	1294	1678	1650
19	1413	1362	1682	1634
19	1413	1362	1682	1634
19	1413	1362	1682	1634
19	1413	1362	1682	1634
19	1413	1362	1682	1634
19	1395	1385	1710	1631
19	1395	1385	1710	1631
19	1395	1385	1710	1631
20	1395	1385	1710	1631
20	1365	1363	1726	1646
20	1365	1363	1726	1646
20	1365	1363	1726	1646
20	1365	1363	1726	1646
20	1365	1363	1726	1646
20	1365	1363	1726	1646
20	1299	1343	1778	1665
20	1299	1343	1778	1665
20	1299	1343	1778	1665
21	1299	1343	1778	1665
21	1299	1343	1778	1665
21	1226	1305	1798	1675
21	1226	1305	1798	1675
21	1226	1305	1798	1675
21	1226	1305	1798	1675
21	1226	1305	1798	1675
21	1238	1226	1801	1694
21	1238	1226	1801	1694
21	1238	1226	1801	1694
22	1238	1226	1801	1694
22	1238	1226	1801	1694
22	1238	1226	1801	1694
22	1238	1226	1801	1694
22	1238	1226	1801	1694
22	1268	1241	1796	1685
22	1268	1241	1796	1685
22	1268	1241	1796	1685
22	1268	1241	1796	1685
22	1268	1241	1796	1685
23	1334	1282	1781	1661
23	1334	1282	1781	1661
23	1334	1282	1781	1661
23	1334	1282	1781	1661
23	1334	1282	1781	1661
23	1360	1318	1771	1645
23	1360	1318	1771	1645
23	1360	1318	1771	1645
23	1360	1318	1771	1645
23	1368	1308	1773	1643
24	1368	1308	1773	1643
24	1368	1308	1773	1643
24	1368	1308	1773	1643
24	1368	1308	1773	1643
24	1357	1307	1778	1643
24	1357	1307	1778	1643
24	1357	1307	1778	1643
24	1357	1307	1778	1643
24	1353	1285	1786	1645
24	1353	1285	1786	1645
25	1353	1285	1786	1645
25	1353	1285	1786	1645
25	1353	1285	1786	1645
25	1345	1279	1792	1644
25	1345	1279	1792	1644
25	1345	1279	1792	1644
25	1345	1279	1792	1644
25	1345	1279	1792	1644
25	1350	1255	1792	1649
25	1350	1255	1792	1649
26	1350	1255	1792	1649
26	1342	1248	1796	1652
26	1342	1248	1796	1652
26	1342	1248	1796	1652
26	1342	1248	1796	1652
26	1335	1233	1803	1651
26	1335	1233	1803	1651
26	1335	1233	1803	1651
26	1335	1233	1803	1651
26	1337	1230	1802	1651
27	1337	1230	1802	1651
27	1337	1230	1802	1651
27	1337	1230	1802	1651
27	1333	1230	1807	1648
27	1333	1230	1807	1648
27	1333	1230	1807	1648
27	1333	1230	1807	1648
27	1349	1226	1805	1643
27	1349	1226	1805	1643
27	1349	1226	1805	1643
28	1349	1226	1805	1643
28	1349	1226	1805	1643
28	1357	1226	1804	1641
28	1357	1226	1804	1641
28	1357	1226	1804	1641
28	1345	1226	1807	1644
28	1345	1226	1807	1644
28	1345	1226	1807	1644
28	1345	1226	1807	1644
28	1345	1226	1807	1644
29	1345	1226	1807	1644
29	1345	1226	1807	1644
29	1345	1226	1807	1644
29	1349	1226	1811	1636
29	1349	1226	1811	1636
29	1349	1226	1811	1636
29	1349	1226	1811	1636
29	1383	1226	1805	1625
29	1383	1226	1805	1625
29	1383	1226	1805	1625
30	1383	1226	1805	1625
30	1383	1226	1805	1625
30	1391	1226	1810	1625
30	1391	1226	1810	1625
30	1391	1226	1810	1625
30	1319	1326	1864	1635
30	1319	1326	1864	1635
30	1319	1326	1864	1635
30	1319	1326	1864	1635
30	1256	1226	1864	1613
31	1256	1226	1864	1613
31	1256	1226	1864	1613
31	1256	1226	1864	1613
31	1256	1226	1864	1613
31	1422	1226	1798	1610
31	1422	1226	1798	1610
31	1422	1226	1798	1610
31	1388	1226	1825	1595
31	1388	1226	1825	1595
31	1388	1226	1825	1595
32	1388	1226	1825	1595
32	1392	1226	1816	1605
32	1392	1226	1816	1605
32	1392	1226	1816	1605
32	1392	1226	1816	1605
32	1380	1226	1816	1612
32	1380	1226	1816	1612
32	1380	1226	1816	1612
32	1380	1226	1816	1612
32	1395	1226	1813	1607
33	1395	1226	1813	1607
33	1395	1226	1813	1607
33	1395	1226	1813	1607
33	1402	1226	1811	1606
33	1402	1226	1811	1606
33	1402	1226	1811	1606
33	1402	1226	1811	1606
33	1389	1226	1811	1614
33	1389	1226	1811	1614
33	1389	1226	1811	1614
34	1389	1226	1811	1614
34	1389	1226	1811	1614
34	1412	1226	1830	1596
34	1412	1226	1830	1596
34	1412	1226	1830	1596
34	1412	1226	1830	1596
34	1412	1226	1830	1596
34	1415	1226	1812	1596
34	1415	1226	1812	1596
34	1415	1226	1812	1596
35	1415	1226	1812	1596
35	1415	1226	1812	1596
35	1394	1226	1811	1611
35	1394	1226	1811	1611
35	1394	1226	1811	1611
35	1404	1226	1806	1611
35	1404	1226	1806	1611
35	1404	1226	1806	1611
35	1404	1226	1806	1611
35	1404	1226	1806	1611
36	1404	1226	1806	1611
36	1404	1226	1806	1611
36	1404	1226	1806	1611
36	1400	1226	1823	1609
36	1400	1226	1823	1609
36	1400	1226	1823	1609
36	1400	1226	1823	1609
36	1400	1226	1823	1609
36	1406	1226	1828	1605
36	1406	1226	1828	1605
37	1406	1226	1828	1605
37	1406	1226	1828	1605
37	1406	1226	1828	1605
37	1406	1226	1828	1605
37	1407	1226	1818	1622
37	1407	1226	1818	1622
37	1407	1226	1818	1622
37	1407	1226	1818	1622
37	1404	1226	1821	1636
37	1404	1226	1821	1636
38	1404	1226	1821	1636
38	1404	1226	1821	1636
38	1404	1226	1821	1636
38	1426	1226	1823	1621
38	1426	1226	1823	1621
38	1426	1226	1823	1621
38	1426	1226	1823	1621
38	1426	1226	1823	1621
38	1416	1226	1831	1616
38	1416	1226	1831	1616
39	1416	1226	1831	1616
39	1416	1226	1831	1616
39	1416	1226	1831	1616
39	1416	1226	1831	1616
39	1416	1226	1831	1616
39	1416	1226	1831	1616
39	1410	1226	1827	1631
39	1410	1226	1827	1631
39	1410	1226	1827	1631
39	1410	1226	1827	1631
40	1410	1226	1827	1631
40	1410	1226	1827	1631
40	1410	1226	1827	1631
40	1413	1226	1834	1624
40	1413	1226	1834	1624
40	1413	1226	1834	1624
40	1413	1226	1834	1624
40	1426	1226	1856	1636
40	1426	1226	1856	1636
40	1426	1226	1856	1636
41	1426	1226	1856	1636
41	1426	1226	1856	1636
41	1386	1243	1898	1613
41	1386	1243	1898	1613
41	1386	1243	1898	1613
41	1386	1243	1898	1613
41	1386	1243	1898	1613
41	1441	1226	1851	1645
41	1441	1226	1851	1645
41	1441	1226	1851	1645
42	1441	1226	1851	1645
42	1441	1226	1851	1645
42	1349	1226	1874	1664
42	1349	1226	1874	1664
42	1349	1226	1874	1664
42	1349	1226	1874	1664
42	1349	1226	1874	1664
42	1349	1226	1874	1664
42	1403	1226	1872	1646
42	1403	1226	1872	1646
43	1403	1226	1872	1646
43	1450	1309	1898	1630
43	1450	1309	1898	1630
43	1450	1309	1898	1630
43	1450	1309	1898	1630
43	1450	1309	1898	1630
43	1471	1283	1897	1626
43	1471	1283	1897	1626
43	1471	1283	1897	1626
43	1471	1283	1897	1626
44	1412	1272	1898	1663
44	1412	1272	1898	1663
44	1412	1272	1898	1663
44	1412	1272	1898	1663
44	1412	1272	1898	1663
44	1442	1270	1898	1657
44	1442	1270	1898	1657
44	1442	1270	1898	1657
44	1442	1270	1898	1657
44	1442	1270	1898	1657
45	1434	1261	1898	1661
45	1434	1261	1898	1661
45	1434	1261	1898	1661
45	1434	1261	1898	1661
45	1434	1261	1898	1661
45	1429	1284	1898	1663
45	1429	1284	1898	1663
45	1429	1284	1898	1663
45	1429	1284	1898	1663
45	1437	1305	1898	1661
46	1437	1305	1898	1661
46	1437	1305	1898	1661
46	1437	1305	1898	1661
46	1437	1305	1898	1661
46	1452	1304	1898	1657
46	1452	1304	1898	1657
46	1452	1304	1898	1657
46	1452	1304	1898	1657
46	1451	1325	1898	1650
46	1451	1325	1898	1650
47	1451	1325	1898	1650
47	1451	1325	1898	1650
47	1530	1416	1897	1622
47	1530	1416	1897	1622
47	1530	1416	1897	1622
47	1530	1416	1897	1622
47	1554	1441	1898	1605
47	1554	1441	1898	1605
47	1554	1441	1898	1605
47	1554	1441	1898	1605
48	1554	1441	1898	1605
48	1616	1443	1898	1543
48	1616	1443	1898	1543
48	1616	1443	1898	1543
48	1616	1443	1898	1543
48	1616	1443	1898	1543
48	1573	1473	1898	1557
48	1573	1473	1898	1557
48	1573	1473	1898	1557
48	1573	1473	1898	1557
49	1558	1484	1898	1562
49	1558	1484	1898	1562
49	1558	1484	1898	1562
49	1558	1484	1898	1562
49	1558	1484	1898	1562
49	1602	1488	1898	1514
49	1602	1488	1898	1514
49	1602	1488	1898	1514
49	1602	1488	1898	1514
49	1602	1488	1898	1514
50	1564	1464	1898	1564
50	1564	1464	1898	1564
50	1564	1464	1898	1564
50	1608	1458	1898	1518
51	1608	1458	1898	1518
51	1608	1458	1898	1518
51	1608	1458	1898	1518
51	1608	1458	1898	1518
51	1570	1410	1898	1587
51	1570	1410	1898	1587
52	1570	1410	1898	1587
52	1570	1410	1898	1587
52	1570	1410	1898	1587
52	1464	1305	1898	1586
52	1464	1305	1898	1586
52	1464	1305	1898	1586
52	1464	1305	1898	1586
52	1365	1237	1618	1226
52	1365	1237	1618	1226
52	1365	1237	1618	1226
53	1365	1237	1618	1226
53	1273	1236	1364	1226
53	1273	1236	1364	1226
53	1273	1236	1364	1226
53	1273	1236	1364	1226
53	1273	1236	1364	1226
53	1272	1237	1365	1226
53	1272	1237	1365	1226
53	1272	1237	1365	1226
53	1272	1237	1365	1226
54	1272	1237	1365	1226
54	1184	1184	1184	1184
54	1184	1184	1184	1184
54	1184	1184	1184	1184
54	1184	1184	1184	1184
54	1184	1184	1184	1184
54	1184	1184	1184	1184
54	1184	1184	1184	1184
54	1184	1184	1184	1184
54	1184	1184	1184	1184
55	1184	1184	1184	1184
55	1100	1100	1100	1100
55	1100	1100	1100	1100
55	1100	1100	1100	1100
55	1100	1100	1100	1100
55	1100	1100	1100	1100
55	1100	1100	1100	1100
55	1100	1100	1100	1100
55	1100	1100	1100	1100
55	1100	1100	1100	1100
56	1100	1100	1100	1100
56	1100	1100	1100	1100
56	1100	1100	1100	1100
56	1100	1100	1100	1100
56	1100	1100	1100	1100
56	1100	1100	1100	1100
56	1100	1100	1100	1100
56	1100	1100	1100	1100
56	1100	1100	1100	1100
56	1100	1100	1100	1100
57	1100	1100	1100	1100
57	1100	1100	1100	1100
57	1100	1100	1100	1100
57	1100	1100	1100	1100
57	1100	1100	1100	1100
57	1100	1100	1100	1100
57	1100	1100	1100	1100
57	1100	1100	1100	1100
57	1100	1100	1100	1100
57	1100	1100	1100	1100
58	1100	1100	1100	1100
58	1100	1100	1100	1100
58	1100	1100	1100	1100
58	1100	1100	1100	1100
58	1100	1100	1100	1100
58	1100	1100	1100	1100
58	1100	1100	1100	1100
58	1100	1100	1100	1100
58	1100	1100	1100	1100
58	1100	1100	1100	1100
59	1100	1100	1100	1100
59	1100	1100	1100	1100
59	1100	1100	1100	1100
59	1100	1100	1100	1100
59	1100	1100	1100	1100
59	1100	1100	1100	1100
59	1100	1100	1100	1100
59	1100	1100	1100	1100
59	1100	1100	1100	1100
59	1100	1100	1100	1100
60	1100	1100	1100	1100
60	1100	1100	1100	1100
60	1100	1100	1100	1100
60	1100	1100	1100	1100
60	1100	1100	1100	1100
60	1100	1100	1100	1100
60	1100	1100	1100	1100
60	1100	1100	1100	1100
60	1100	1100	1100	1100
60	1100	1100	1100	1100
61	1100	1100	1100	1100
61	1100	1100	1100	1100
61	1100	1100	1100	1100
61	1100	1100	1100	1100
61	1100	1100	1100	1100
61	1100	1100	1100	1100
61	1100	1100	1100	1100
61	1100	1100	1100	1100
61	1100	1100	1100	1100
61	1100	1100	1100	1100
62	1100	1100	1100	1100
62	1100	1100	1100	1100
62	1100	1100	1100	1100
62	1100	1100	1100	1100
62	1100	1100	1100	1100
62	1100	1100	1100	1100
62	1100	1100	1100	1100
62	1100	1100	1100	1100
62	1100	1100	1100	1100
62	1100	1100	1100	1100
63	1100	1100	1100	1100
63	1100	1100	1100	1100
63	1100	1100	1100	1100
63	1100	1100	1100	1100
63	1100	1100	1100	1100
63	1100	1100	1100	1100
63	1100	1100	1100	1100
63	1100	1100	1100	1100
63	1100	1100	1100	1100
63	1100	1100	1100	1100
64	1100	1100	1100	1100
64	1100	1100	1100	1100
64	1100	1100	1100	1100
64	1100	1100	1100	1100
64	1100	1100	1100	1100
64	1100	1100	1100	1100
64	1100	1100	1100	1100
64	1100	1100	1100	1100
64	1100	1100	1100	1100
64	1100	1100	1100	1100
65	1100	1100	1100	1100
65	1100	1100	1100	1100
65	1100	1100	1100	1100
65	1100	1100	1100	1100
65	1100	1100	1100	1100
65	1100	1100	1100	1100
65	1100	1100	1100	1100
65	1100	1100	1100	1100
65	1100	1100	1100	1100
65	1100	1100	1100	1100
66	1100	1100	1100	1100
66	1100	1100	1100	1100
66	1100	1100	1100	1100
66	1100	1100	1100	1100
66	1100	1100	1100	1100
66	1100	1100	1100	1100
66	1100	1100	1100	1100
66	1100	1100	1100	1100
66	1100	1100	1100	1100
66	1100	1100	1100	1100
67	1100	1100	1100	1100
67	1100	1100	1100	1100
67	1100	1100	1100	1100
67	1100	1100	1100	1100
67	1100	1100	1100	1100
67	1100	1100	1100	1100
67	1100	1100	1100	1100
67	1100	1100	1100	1100
67	1100	1100	1100	1100
67	1100	1100	1100	1100
68	1100	1100	1100	1100
68	1100	1100	1100	1100
68	1100	1100	1100	1100
68	1100	1100	1100	1100
68	1100	1100	1100	1100
68	1100	1100	1100	1100
68	1100	1100	1100	1100
68	1100	1100	1100	1100
68	1100	1100	1100	1100
68	1100	1100	1100	1100
69	1100	1100	1100	1100
69	1100	1100	1100	1100
69	1100	1100	1100	1100
69	1100	1100	1100	1100
69	1100	1100	1100	1100
69	1100	1100	1100	1100
69	1100	1100	1100	1100
69	1100	1100	1100	1100
69	1100	1100	1100	1100
69	1100	1100	1100	1100
70	1100	1100	1100	1100
70	1100	1100	1100	1100
70	1100	1100	1100	1100
70	1100	1100	1100	1100
70	1100	1100	1100	1100
70	1100	1100	1100	1100
70	1100	1100	1100	1100
70	1100	1100	1100	1100
70	1100	1100	1100	1100
70	1100	1100	1100	1100
71	1100	1100	1100	1100
71	1100	1100	1100	1100
71	1100	1100	1100	1100
71	1100	1100	1100	1100
71	1100	1100	1100	1100
71	1100	1100	1100	1100
71	1100	1100	1100	1100
71	1100	1100	1100	1100
71	1100	1100	1100	1100
71	1100	1100	1100	1100
72	1100	1100	1100	1100
72	1100	1100	1100	1100
72	1100	1100	1100	1100
72	1100	1100	1100	1100
72	1100	1100	1100	1100
72	1100	1100	1100	1100
72	1100	1100	1100	1100
72	1100	1100	1100	1100
72	1100	1100	1100	1100
72	1100	1100	1100	1100
73	1100	1100	1100	1100
73	1100	1100	1100	1100
73	1100	1100	1100	1100
73	1100	1100	1100	1100
73	1100	1100	1100	1100
73	1100	1100	1100	1100
73	1100	1100	1100	1100
73	1100	1100	1100	1100
73	1100	1100	1100	1100
73	1100	1100	1100	1100
74	1100	1100	1100	1100
74	1100	1100	1100	1100
74	1100	1100	1100	1100
74	1100	1100	1100	1100
74	1100	1100	1100	1100
74	1100	1100	1100	1100
74	1100	1100	1100	1100
74	1100	1100	1100	1100
74	1100	1100	1100	1100
74	1100	1100	1100	1100
75	1100	1100	1100	1100
75	1100	1100	1100	1100
75	1100	1100	1100	1100
75	1100	1100	1100	1100
75	1100	1100	1100	1100
75	1100	1100	1100	1100
75	1100	1100	1100	1100
75	1100	1100	1100	1100
75	1100	1100	1100	1100
75	1100	1100	1100	1100
76	1100	1100	1100	1100
76	1100	1100	1100	1100
76	1100	1100	1100	1100
76	1100	1100	1100	1100
76	1100	1100	1100	1100
76	1100	1100	1100	1100
76	1100	1100	1100	1100
76	1100	1100	1100	1100
76	1100	1100	1100	1100
76	1100	1100	1100	1100
77	1100	1100	1100	1100
77	1100	1100	1100	1100
77	1100	1100	1100	1100
77	1100	1100	1100	1100
77	1100	1100	1100	1100
77	1100	1100	1100	1100
77	1100	1100	1100	1100
77	1100	1100	1100	1100
77	1100	1100	1100	1100
77	1100	1100	1100	1100
78	1100	1100	1100	1100
78	1100	1100	1100	1100
78	1100	1100	1100	1100
78	1100	1100	1100	1100
78	1100	1100	1100	1100
78	1100	1100	1100	1100
78	1100	1100	1100	1100
78	1100	1100	1100	1100
78	1100	1100	1100	1100
78	1100	1100	1100	1100
79	1100	1100	1100	1100
79	1100	1100	1100	1100
79	1100	1100	1100	1100
79	1100	1100	1100	1100
79	1100	1100	1100	1100
79	1100	1100	1100	1100
79	1100	1100	1100	1100
79	1100	1100	1100	1100
79	1100	1100	1100	1100
79	1100	1100	1100	1100
80	1100	1100	1100	1100
80	1100	1100	1100	1100
80	1100	1100	1100	1100
80	1100	1100	1100	1100
80	1100	1100	1100	1100
80	1100	1100	1100	1100
80	1100	1100	1100	1100
80	1100	1100	1100	1100
80	1100	1100	1100	1100
80	1100	1100	1100	1100
81	1100	1100	1100	1100
81	1100	1100	1100	1100
81	1100	1100	1100	1100
81	1100	1100	1100	1100
81	1100	1100	1100	1100
81	1100	1100	1100	1100
81	1100	1100	1100	1100
81	1100	1100	1100	1100
81	1100	1100	1100	1100
81	1100	1100	1100	1100
82	1100	1100	1100	1100
82	1100	1100	1100	1100
82	1100	1100	1100	1100
82	1100	1100	1100	1100
82	1100	1100	1100	1100
82	1100	1100	1100	1100
82	1100	1100	1100	1100
82	1100	1100	1100	1100
82	1100	1100	1100	1100
82	1100	1100	1100	1100
83	1100	1100	1100	1100
83	1100	1100	1100	1100
83	1100	1100	1100	1100
83	1100	1100	1100	1100
83	1100	1100	1100	1100
83	1100	1100	1100	1100
83	1100	1100	1100	1100
83	1100	1100	1100	1100
83	1100	1100	1100	1100
84	1100	1100	1100	1100
84	1100	1100	1100	1100
85	1100	1100	1100	1100
85	1100	1100	1100	1100
